Gene	Score	STRING-combinedscore	ExAC-pRec	STRING-experimentalscore	ExAC-missensez-score	PhyloPat5'-UTR	STRING-textminingscore	Numberdonor/numbersynonymous	mRNAhalf-life->10h	lda_score
ATAD3C	0.0693949546185441	0	0.867306383831225	0	-0.257046972164606	-0.0141641791044776	0	0.0181818016529076	0	-1.37948320408146
ATAD3B	0.377462819129823	1	0.056353553568157	0	1.00294984289674	-0.119278606965174	3	0.0155440333968739	0	0.176728558715324
ATAD3A	0.0917784164656214	0	0.959596762816073	0	2.32448936527022	-0.180457711442786	1	0.0134228097833491	0	-1.03885411993985
TMEM240	0.135964915489577	0	0.5	0	0	0.192537313432836	0	0	0	-0.657718923978539
SSU72	0.763704378496276	2	0.384485576837317	2	2.91487778466166	-0.207457711442786	3	0	0	0.933462406259603
AL645728.1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
C1orf233	0.14943178743482	0	0.5	0	0	0.299820895522388	0	0	0	-0.575231119446702
MIB2	0.0840586719750032	0	0.99842018462645	0	1.47086127991624	0.144288659793814	3	0.00937499707031342	1	-1.136854974112
MMP23B	0.388793144030391	3	0.5	0	0	0.194348258706468	3	0	0	0.201470670892262
CDK11B	0.312470525364623	0	0.271588478407017	0	4.46117949666303	0.196373134328358	0	0.0306748278068541	0	0.02264829858496
SLC35E2B	0.226480325303953	0	0.346777066305704	0	3.20652184937525	-0.08979	0	0	0	-0.233355039223714
CDK11A	0.0684060578633753	0	0.96797697651184	0	0.188614343947143	-0.00275124378109453	0	0.0168067085657911	0	-1.39983977572162
SLC35E2	0.183259815497467	0	0.578735512347599	0	3.2359555615825	0.000517412935323379	0	0	0	-0.404168014799364
NADK	0.0877576768979286	0	0.990233968756823	0	2.12120183320573	0.235005	2	0.00714285204081997	1	-1.08801164457977
GNB1	0.999540922755146	8	0.00481167835276296	3	4.77529775443503	0.649696517412935	3	0	1	2.94064959174642
CALML6	0.309037011073821	8	0.396237669097266	0	-0.728179046577083	-0.201995024875622	3	0.0789471606653667	0	0.0137913281900757
TMEM52	0.0603673473733944	0	0.607594299617239	0	-0.100098918914134	-0.0504975124378109	0	0.0169491238150444	1	-1.5975652693075
C1orf222	0.0631841443315581	1	0.5	0	0	-1	1	0.0307692149901462	0	-1.52048483613398
GABRD	0.507179579646477	2	0.0764085129864542	0	3.14848135536584	-0.133318407960199	1	0	0	0.437847829196854
PRKCZ	0.948995984179806	8	0.732849004761263	3	2.86833848254021	0.241781094527363	3	0	1	1.57377158954595
C1orf86	0.0987392032919431	0	0.208190039348647	0	0.467362634616604	-0.30229	0	0.0399999466667378	0	-0.961782898491742
AL590822.2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
AL590822.1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
MORN1	0.0482872299095326	0	0.728750567696362	0	-1.98764243156728	-0.496810945273632	0	0.0068027164607371	1	-2.2745346995306
RER1	0.260786713170688	0	0.0307138907614624	0	2.18468311830748	-0.365621890547264	1	0	0	-0.121311872086144
PLCH2	0.0929847939645995	1	0.841467315531918	0	0.517784832883243	-0.163135	1	0.0128617321987999	0	-1.02481429320431
PANK4	0.264981001018575	0	0.0546662699748923	0	3.37960535462168	-0.272119402985075	0	0.00917430771820747	0	-0.108656327354828
HES5	0.509667214357489	5	0.407715442244432	0	-0.111122624263106	0.0328606965174129	3	0	0	0.442530750105153
TNFRSF14	0.233724778661289	1	0.179125821386485	0	-0.0465820855806283	-0.399636815920398	3	0	0	-0.208284191856387
FAM213B	0.145495317770484	0	0.447562930819138	0	1.1273379236884	-0.0215174129353234	0	0	0	-0.59829665108255
MMEL1	0.0550354093434216	0	0.864055213068136	0	0.0740238470823778	-0.125094527363184	2	0.0394736582410143	1	-1.78169148704097
TTC34	0.106264703201844	0	0.5	0	0	0.1582	0	0.0270269539812055	0	-0.8877142286756
ACTRT2	0.425545964998959	8	0.730881455762693	0	-0.322195812161006	-0.251054726368159	3	0	0	0.278574248141666
ARHGEF16	0.0647648554838183	1	0.510068048308037	0	0.51948168234402	-0.193731343283582	0	0.0317460065507884	1	-1.48132169661151
MEGF6	0.109506376220659	3	0.994620434269407	1	-0.920373077794257	-0.1698	1	0.0193236668300322	0	-0.858259764770483
TPRG1L	0.0771978425616826	0	0.803826307975222	0	0.495366744839452	-0.242880597014925	0	0	0	-1.2388274300527
WRAP73	0.0752184430459329	0	0.97062042840692	0	0.280416881182411	-0.0148756218905473	0	0	0	-1.27160751918316
TP73	0.998067864222913	8	0.0240211884957749	3	1.87148778511322	0.109716417910448	3	0	0	2.56752218535949
CCDC27	0.122817665121006	0	0.000771687660836762	0	-0.33306486770793	-0.252407960199005	0	0.0300751653570185	0	-0.749674303665349
SMIM1	0.119046588345914	0	0.5	0	0	-0.33845	2	0	0	-0.778635369767067
LRRC47	0.166239631154512	0	0.394290079205508	0	2.17812581499946	-0.151542288557214	0	0	0	-0.484839395577075
DFFB	0.0905116389174958	0	0.668989030858828	0	0.43273805005743	0.121701492537313	0	0.0303029843894176	0	-1.05393683879264
C1orf174	0.0817501286035135	0	0.897770945446998	0	-0.124684469130656	0.0970149253731343	0	0	0	-1.16936142661722
AJAP1	0.455456176710411	0	0.0223860316323285	0	1.49909142857624	0.16751	2	0	0	0.338464462852711
KCNAB2	0.773993175445161	2	0.159897641226689	1	3.01725801640076	0.0880255102040816	2	0	0	0.956595446463244
AL035406.1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
CHD5	0.811671636301251	0	4.88292427431668e-09	0	6.1420649400173	0.387014925373134	1	0.00465116170903216	0	1.04692084417979
RPL22	0.962049442223748	5	0.595685116069832	2	2.46715839622861	0.580691542288557	3	0	0	1.67647283224787
RNF207	0.0691245994092714	0	0.964183419360546	0	0.050128930618693	0.327243781094527	0	0.046296253429395	0	-1.38498135489614
ICMT	0.470811773488017	0	0.0407607709551166	0	2.53268763930856	0.217398009950249	1	0	0	0.368437701639848
HES3	0.152712120717503	0	0.636078121859468	0	1.92379320715684	-0.0505621890547264	1	0	0	-0.556603734357634
GPR153	0.15413080353399	0	0.621011134065295	0	0.967026072193872	0.424726368159204	0	0.0114942396617935	0	-0.548706344113012
ACOT7	0.10089136008292	0	0.616301741605247	0	2.69270687636144	0.00964676616915422	1	0.00909090082645379	1	-0.939715068988035
HES2	0.237273316596982	4	0.733221260580489	0	2.06273768884279	0.0227860696517413	3	0.0624996093774414	0	-0.196302846524625
ESPN	0.0635457950404385	0	0.982377837309084	0	-0.169310972065121	-0.0300696517412935	1	0.0387596598762327	0	-1.51129200071041
TNFRSF25	0.175323108523571	3	0.549952459536815	0	1.52480046916964	-0.11965	3	0.0105263047091529	1	-0.440605065130153
PLEKHG5	0.0842147130025985	1	0.999542447593328	0	0.986904351564876	-0.212338308457711	1	0.00961537999260577	0	-1.13471681352061
NOL9	0.0843012601321577	0	0.994124916695113	0	1.82151770124392	-0.102990049751244	0	0	0	-1.13353399800974
TAS1R1	0.187681322784285	1	0.269820278654793	0	0.0220715080278422	-0.0269402985074627	1	0.0119760407329097	0	-0.384673742095776
ZBTB48	0.342084748539408	1	0.319762725717166	1	1.6417277505288	-0.172676616915423	1	0	0	0.0957642978716346
KLHL21	0.197593146830622	2	0.828910193417516	0	2.61733805533073	0.173796019900498	0	0	0	-0.342857556421256
PHF13	0.38591151819928	0	0.0685415808989105	0	2.11116221228249	0.299129353233831	0	0	0	0.195226366067442
THAP3	0.150874257230685	0	0.675884849425615	0	0.803873429824803	0.5643	0	0.01724134958388	0	-0.566975740985631
DNAJC11	0.32051854267884	0	2.92097030932467e-05	0	1.99692245606189	-0.0853233830845771	1	0.00735293576990017	0	0.0430803775942529
CAMTA1	0.954457060742567	0	4.45815820402636e-08	0	3.60090226608337	1.19930845771144	3	0	0	1.61359370442753
VAMP3	0.0813560307834107	1	0.864052437146541	0	0.157964784118067	0.314870646766169	3	0.0434780718344703	1	-1.17508153359439
PER3	0.0578708464971986	0	0.991571710420348	0	-1.09707806357655	-0.147427860696517	1	0.0289256078819802	0	-1.67597594643545
UTS2	0.0625579255301348	2	0.777233582063522	0	0.15222421260614	0.121427860696517	0	0.0454543388439143	1	-1.53675305615972
TNFRSF9	0.0584382410579945	0	0.740795163449907	0	-0.460617820126914	-0.197164179104478	2	0.0222221728396159	1	-1.65714783274634
ERRFI1	0.605241983159121	2	0.928881632248865	1	0.0713168519627497	1.09126368159204	3	0	0	0.61973069784349
SLC45A1	0.0643295261806369	0	0.953691470430789	0	2.17105950116641	0.0541691542288557	0	0.0102564049967154	1	-1.49185042514176
RERE	0.979649984773016	5	4.34474174647455e-06	0	3.57270822236546	0.656905472636816	3	0.00292397575322346	0	1.88159723372383
ENO1	0.556576218517277	8	0.979738802047778	2	0.807999597619141	-0.0863283582089552	3	0.0540539810081338	0	0.529853223089378
CA6	0.0733462103917905	0	0.929774522091703	0	-0.0852243493723021	0.0866716417910448	0	0.0131578774238455	0	-1.30428260777591
SLC2A7	0.167402007146167	0	0.000633281993701998	0	-0.750867109078218	-0.080726368159204	3	0.0606060146924131	0	-0.479015519170283
SLC2A5	0.162108653342152	1	0.886434588035433	0	1.2644251439759	0.0359950248756219	3	0.010988998913188	0	-0.505952925736527
GPR157	0.149055332605949	0	0.317175264895151	0	0.54882119596475	-0.0606119402985075	0	0	0	-0.57740258318362
H6PD	0.127373333448856	1	0.94897871542963	0	-0.729460394252926	0.128577114427861	3	0	0	-0.716324565428529
SPSB1	0.445204794158574	0	0.287008098333095	0	3.01730717603227	0.582373134328358	0	0	0	0.318180721864427
SLC25A33	0.237219116692059	0	0.542629964275353	0	1.18593204419702	0.795039800995025	0	0.0178571109694447	0	-0.196484426790866
TMEM201	0.243169926475998	0	0.157480402342496	0	0.656998615634409	0.22028855721393	0	0	0	-0.176802551737706
C1orf200	0.0591100625008824	0	0.704107415574464	0	1.03077130834656	-1	0	0	0	-1.63566342559684
PIK3CD	0.997346256919144	8	1.57050802056651e-05	1	5.61052255870579	0.0926567164179105	3	0.00436681032017017	0	2.4811807135247
CLSTN1	0.707635982596854	2	0.155785347243185	2	1.1257692964371	0.0472487562189055	1	0	0	0.815443463307227
CTNNBIP1	0.123974345729131	0	0.767158227506569	0	0.4390756843804	0.17833	1	0	0	-0.741043731835621
LZIC	0.0511940395626928	0	0.735667359280997	0	0.29121380541692	0.472124378109453	0	0.176469550179117	0	-1.97708371256713
RBP7	0.163520745313748	1	0.553992825495652	0	0.340282443824106	0.035363184079602	1	0	0	-0.498661103973696
UBE4B	0.992064307083963	3	1.25864432003048e-05	3	3.77991496898458	0.723785	0	0.00510203821324581	0	2.16981979994976
KIF1B	0.987604284793904	5	4.10829820545469e-11	0	4.04112341237663	0.769228855721393	3	0.00318471236155657	0	2.03609506491991
PGD	0.383529382801941	1	0.0313375418661925	1	1.09211720969121	-0.0662786069651741	3	0	1	0.190039952645898
APITD1	0.0520347551101165	2	0.797466431746616	0	-1.15250970172988	-0.0356915422885572	1	0.0714280612281341	1	-1.92612817156962
APITD1-CORT	0	0	0.797466431746616	0	-1.15250970172988	0.411771144278607	0	0.999900009999	0	-8.50761580665186
CORT	0.185147669741189	2	0.60003244390907	0	-0.868611166550261	0.411771144278607	2	0.0322579604581921	0	-0.395777368713474
DFFA	0.132322135140848	1	0.740902211652935	1	0.543982567123261	-0.0250796019900498	2	0.0566036667855344	0	-0.681929736438783
PEX14	0.47143019142547	0	0.365138188765138	2	1.44503397041698	0.249385	0	0	0	0.369635403181707
CASZ1	0.99599011567033	5	6.15236717305971e-05	0	4.04317717352861	1.19290547263682	3	0.00261096537572706	0	2.36641445481869
C1orf127	0.0935233835199592	0	0.955388216648633	0	-0.903902932499011	0.811889447236181	0	0.0294117430796007	0	-1.01864440896037
TARDBP	0.996721506001856	6	0.0192775000805828	0	4.32899286557234	1.02632338308458	3	0	0	2.42276312148528
MASP2	0.100987022875988	0	0.00685741965318751	0	-1.67573797340135	-0.128258706467662	0	0.0403225481269773	0	-0.938751546597378
SRM	0.533823768740474	1	0.129784742074837	0	3.29556289951081	0.291756218905473	1	0.0133333155555793	0	0.487691129305672
EXOSC10	0.129905180931245	1	0.999923521697167	0	0.527856246970329	0.339800995024876	2	0.0179640610993646	0	-0.698501884391537
MTOR	0.999823348824507	8	3.23627074202987e-13	1	7.89155889863306	0.580945273631841	3	0.00746268471077495	0	3.17464840944979
ANGPTL7	0.122457446653529	0	0.0829077402651316	0	-0.473837605250755	0.204323383084577	1	0.0158729906777926	1	-0.752385621598805
UBIAD1	0.372011234026882	1	0.419348701476617	0	1.65469120061552	0.270666666666667	2	0	0	0.164635226199558
PTCHD2	0.0994255625865391	0	0.999942049325278	0	2.43816476965292	0.105880597014925	0	0.00900900630360171	0	-0.954662365834871
FBXO2	0.168599807560258	1	0.702682642354057	1	0.86906137405629	0.596218905472637	0	0	1	-0.473066093399998
FBXO44	0.105626429344626	0	0.593385345354657	0	0.875357731504697	-0.15661	0	0	0	-0.893675731674407
FBXO6	0.0520802049045504	0	0.875989883943966	0	-0.400311328554149	-0.0218159203980099	0	0.019607804690579	1	-1.92354885727269
MAD2L2	0.0758288212763045	0	0.787653807196396	0	2.15003055890687	0.242875621890547	1	0.0408162432321567	1	-1.26131480869968
DRAXIN	0.162626496531123	0	0.0364258429675605	0	0.414696356842683	0.0205522388059701	0	0.0350876577409513	0	-0.503269690384234
AGTRAP	0.0782623108433943	0	0.845207744495446	0	0.319012985236992	-0.031255	1	0.0291261853143832	0	-1.22188366871342
C1orf167	0.0509905432995559	0	0.635964349081526	0	0.493768727648469	-1	0	0.045976958647174	0	-1.99049389415505
MTHFR	0.0790731524566957	0	0.900732805922013	0	0.846016894594286	-0.28636815920398	3	0.0422534913707807	0	-1.20927689571775
CLCN6	0.117629811804565	0	0.836024751361391	0	1.59759208543935	0.219930348258706	0	0.00502512310295321	0	-0.789858669278602
NPPA	0.386408494645425	5	0.711820304077818	0	-1.15299087863787	0.332557213930348	3	0	0	0.196305578098457
NPPB	0.0689531947230865	0	0.392500235081355	0	0.119238872870182	0.127681592039801	2	0.07999968000128	1	-1.3884929992155
KIAA2013	0.194381664678204	0	0.5	0	0	0.397915422885572	1	0	0	-0.356135001645957
MFN2	0.798763817686668	2	0.000183905959782382	1	2.02952045364699	0.354661691542289	2	0.0222222057613291	0	1.01485299849705
MIIP	0.127655240887498	0	0.00200554599828121	0	-0.584798717757508	-0.134348258706468	0	0.0322580298300755	0	-0.714315865915951
TNFRSF8	0.269432133115689	1	0.154029813423562	0	0.3086928130076	-0.356442786069652	3	0	0	-0.0954398504321629
TNFRSF1B	0.416833974085336	1	0.220801678224394	0	1.13598472894688	0.224182741116751	2	0	0	0.260687369928198
VPS13D	0.371837868159437	0	7.86760462799904e-06	0	1.85262608618755	0.278353233830846	0	0.00645161186264325	0	0.16424854048419
DHRS3	0.259852790066878	0	0.333234968665235	0	2.02106145085632	0.430432835820896	0	0.0169491238150444	0	-0.124157313973843
AADACL4	0.0671424185086654	0	0.700937101417738	0	-1.97750786953816	-0.147328358208955	0	0	0	-1.42688553008356
AADACL3	0.122817715994123	0	0.43495652549271	0	-0.353485401238461	0.0525124378109453	0	0	0	-0.749673921547041
C1orf158	0.103895877093586	0	0.0329071789523662	0	-0.68520464029655	-0.0668109452736318	0	0.0588233564018929	0	-0.91012245839833
PRAMEF12	0.0534172287793363	0	0.369464079984044	0	-1.5947262938592	-0.498208955223881	0	0.00892856345663977	1	-1.85387786137875
PRAMEF1	0.0784908676784672	0	0.866728021575149	0	2.19257858879741	-0.46022	0	0	0	-1.21830446181785
PRAMEF11	0.109415187973267	0	0.692826457822496	0	2.11905614327733	-0.217245	0	0	0	-0.859070195356239
HNRNPCL1	0.0923939572862603	0	0.833814449680548	0	-1.1276745546361	0.383592039800995	0	0	0	-1.03165191279546
PRAMEF2	0.0840753206812033	0	0.708417519070975	0	-1.26331144747492	-0.0133781094527363	1	0.00735293576990017	0	-1.1366265003813
PRAMEF4	0.0880407728258137	0	0.872447590549004	0	2.65914041769807	-0.164940298507463	0	0.020833311631967	0	-1.08442365031596
PRAMEF10	0.31765836810209	0	0.122834937336318	0	4.21991339344376	-0.244064676616915	0	0	0	0.0358704680472457
PRAMEF7	0.133983681908419	0	0.644231740077447	0	3.44005806032023	-0.296109452736318	0	0	0	-0.670775684695341
PRAMEF6	0.197607463505947	0	0.290700296556954	0	3.0371549534988	-0.276094527363184	0	0	0	-0.342798922687166
PRAMEF22	0.207892983379479	0	0.349677012309516	0	3.05181977988733	-0.144825870646766	0	0	0	-0.301879394876872
WI2-3308P17.2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
PRAMEF26	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
PRAMEF3	0.101421061526127	0	0.5	0	0	-0.167311224489796	0	0	0	-0.93439793934225
PRAMEF5	0	0	0.5	0	0	-0.0615024875621891	0	5	0	-38.5180651187286
PRAMEF13	0.153540373939319	0	0.409745836630707	0	2.87430546853501	-0.353159203980099	0	0	0	-0.551981739785718
PRAMEF18	0.10006210863598	0	0.5	0	0	-0.185169154228856	0	0	0	-0.948128478432838
PRAMEF16	0.1154915618959	0	0.5	0	0	-0.00184375	0	0	0	-0.807173918422649
PRAMEF21	0.0877586767089183	0	0.5	0	0	-0.367084577114428	0	0	0	-1.08799893719311
PRAMEF15	0.112358386528882	0	0.5	0	0	-0.03597	0	0	0	-0.833412783536743
PRAMEF14	0.0986514163980227	0	0.390422321517745	0	3.31697475956953	-1	0	0	0	-0.96269935660389
PRAMEF19	0.209848176380642	0	0.374397128999757	0	3.48359739629259	-0.185169154228856	0	0	0	-0.294359282171842
PRAMEF17	0.316911379416422	0	0.202899904823131	0	4.15048406609314	-0.123181818181818	0	0	0	0.0339782449506388
PRAMEF20	0.0480664556876686	0	0.5	0	0	-0.367084577114428	0	0.166665277789352	0	-2.34348917512163
LRRC38	0.426666468148825	5	0.5	0	0	-0.0724427860696517	3	0	0	0.280859039129807
PDPN	0.184932886463825	2	0.813788362004386	0	-0.56540249101459	0.463069651741294	3	0.0327868314969975	0	-0.396726870671105
PRDM2	0.610736728891528	1	0.00495938076471239	1	0.334429565807924	0.157771144278607	2	0	0	0.629916022224068
KAZN	0.192422968980845	0	0.855248608306057	0	2.8097935776609	0.0144427860696517	3	0.00617283569578043	0	-0.364357875973786
C1orf195	0.0992486199130449	0	0.5	0	0	-0.196044776119403	0	0	0	-0.956490486441862
TMEM51	0.197647622169111	0	0.127507001158588	0	0.092233027601192	0.073407960199005	0	0	0	-0.342634479460963
FHAD1	0.0837321220642764	0	0.5	0	0	-0.0248208955223881	0	0.0420167714144778	0	-1.14135301686903
EFHD2	0.286941323192238	0	0.575502975857703	1	2.15355667833489	0.539258706467662	2	0	1	-0.0454189354316965
CTRC	0.112286938249155	0	0.423179099996247	0	0.122321557101649	0.0858756218905473	1	0.0447760525730559	0	-0.834023719471091
CELA2A	0.0857993283051446	0	0.451643215025987	0	0.830642670282344	0.188328358208955	0	0.0833331944446759	0	-1.11340217126685
CELA2B	0.068986559164863	0	0.904661969475438	0	0.755909982601747	0.08321	0	0.0441175821800262	0	-1.38780786064227
CASP9	0.717993617626346	6	0.947362466602922	3	-0.326119058357091	0.08321	3	0.0163934157484988	0	0.836405834207323
DNAJC16	0.105373015892685	0	0.999507164967027	0	-0.0233395532027494	0.652615	0	0.00819671459285689	0	-0.896058010185889
AGMAT	0.0942664045578899	0	0.844985584886359	0	0.843808301377006	0.858195	0	0.01724134958388	1	-1.01022917454461
DDI2	0.540628484427975	0	0.0589021964376019	0	3.13475348785256	0.483507462686567	0	0	0	0.500329496614802
RSC1A1	0.448522419664339	0	0.0599496494939228	0	-1.66280839829346	1.190335	0	0	0	0.324770863512976
PLEKHM2	0.0770847195845546	0	0.994696541629096	0	-0.127976177167205	0.353218905472637	0	0.0219780099021924	0	-1.2406552722236
SLC25A34	0.0707632384753883	0	0.807452480567583	0	-0.879309953307823	-0.11806	0	0	0	-1.35238983493822
TMEM82	0.100102746346984	0	0.375890713199281	0	-0.744473107772193	-0.102323383084577	0	0.010988998913188	0	-0.947713598268523
FBLIM1	0.0955340209749106	1	0.928321056546903	0	0.410156754460233	-0.0680746268656716	2	0.0235293840830775	0	-0.996123157599539
SPEN	0.99995485463846	8	3.7044063712041e-14	3	2.988320591895	1.06277611940298	3	0	0	3.49276810094851
ZBTB17	0.998835162120501	6	0.00183462560805662	3	4.73816070874517	0.55889	1	0.0121212047750274	0	2.70208267795867
C1orf64	0.0925005458330478	0	0.615082732165787	0	-0.678961671050328	-0.189039800995025	1	0	0	-1.03041296666069
HSPB7	0.111385660700824	0	0.661122194446331	0	0.883530070800565	-0.00321393034825871	1	0.0185184842250292	0	-0.841780313848333
CLCNKA	0.206285654685159	1	0.0661983059816697	0	1.25108551698733	-0.0881044776119403	2	0.0675675219138365	0	-0.30812110960567
FAM131C	0.105058347189726	0	0.699812583052299	0	1.12358361358859	0.142567164179104	0	0.0212765504754245	0	-0.899028452927564
EPHA2	0.995556594924748	8	0.261704957521137	2	2.14257348925309	0.53381592039801	3	0.00444444246913668	0	2.33741399014383
ARHGEF19	0.0869085774272946	1	0.885084394057774	1	0.813530847139462	0.0361940298507463	1	0.0183486070196266	1	-1.09889619169372
C1orf134	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
RSG1	0.271527135039956	1	0.104062182706987	0	0.00853665824415673	-0.162626865671642	3	0.01999996000008	0	-0.0892929486315985
FBXO42	0.356918262919063	0	0.0240537633220292	0	1.88584280335086	0.197715	0	0	0	0.130456504522318
SZRD1	0.419339101689372	0	0.266420426694125	0	1.07996048803937	0.863129353233831	0	0	0	0.265853437758977
SPATA21	0.126091822675689	4	0.805625689851864	0	-0.624461591030199	0.184651741293532	3	0.0198019605921182	1	-0.725534612065058
NECAP2	0.0739415074429056	0	0.732062980329071	0	0.781331070336	0.338452736318408	0	0.0163934157484988	1	-1.2937059504924
FAM231B	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
NBPF1	0.0806758970942868	0	0.5	0	0	-0.05088	0	0.0451612757544272	0	-1.18507680932214
CROCC	0.0682525391593352	0	0.643040868149548	0	-0.971422715844458	0.22875	1	0.0164319210253707	1	-1.40306190275918
MFAP2	0.532345773262737	5	0.621321006978178	2	0.554152266070072	0.434572139303483	3	0.0357141581637208	1	0.48494200533229
ATP13A2	0.770601695831272	5	0.998791883204951	3	1.73402387731983	0.100383084577114	3	0.0180505349998069	0	0.948907844946148
SDHB	0.132365706029861	2	0.945230052931343	0	0.0150447525359116	0.118557213930348	3	0.0285713469390087	0	-0.681634804739017
PADI2	0.0594335049670866	0	0.997856841262624	0	0.25251739506459	0.215243781094527	1	0.019230756903361	1	-1.62561111680449
PADI1	0.0658309338677215	0	0.201148236770241	0	-2.13645472315764	-0.00980099502487562	1	0.0378787591827582	1	-1.45629908501912
PADI3	0.0700578934998912	0	0.348282167928484	0	-0.665268443225747	0.0566169154228856	1	0.0413222798989422	1	-1.36620677105053
PADI4	0.0869403079224267	0	0.547876115664516	0	-0.529705579088616	-0.0916915422885572	2	0.0504201256973734	0	-1.09848607321478
RCC2	0.727022170407196	2	0.212355245582008	0	3.51379860755571	0.52455223880597	1	0	0	0.854949166477411
ARHGEF10L	0.0938767458667192	0	0.96169321522449	0	1.57363818586105	0.121835820895522	0	0.00677965871875976	0	-1.01462852335531
ACTL8	0.535506968475664	8	0.872399351104161	0	1.5459711959374	-0.144467661691542	3	0	0	0.490820105202288
IGSF21	0.217348864475846	0	0.452090627993744	0	0.56905564139161	0.525253731343284	0	0	0	-0.266215237427609
