"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"86","PNPO","HighEvidence","biallelic",NA
"87","POLG","HighEvidence","biallelic",NA
"88","PRODH","HighEvidence","biallelic",NA
"89","PRRT2","HighEvidence","monoallelic_not_imprinted",NA
"90","PURA","HighEvidence","monoallelic_not_imprinted",NA
"91","QARS","HighEvidence","biallelic",NA
"92","RANBP2","HighEvidence","monoallelic_not_imprinted",NA
"93","SCARB2","HighEvidence","biallelic",NA
"94","SCN1A","HighEvidence","monoallelic_not_imprinted",NA
"95","SCN1B","HighEvidence","monoallelic_and_biallelic",NA
"96","SCN2A","HighEvidence","monoallelic_not_imprinted",NA
"97","SCN8A","HighEvidence","monoallelic_not_imprinted",NA
"98","SCN9A","HighEvidence","monoallelic",NA
"99","SETD5","HighEvidence","monoallelic_not_imprinted",NA
"100","SIK1","HighEvidence","monoallelic_not_imprinted",NA
"101","SLC12A5","HighEvidence","monoallelic_and_biallelic",NA
"102","SLC13A5","HighEvidence","biallelic",NA
"103","SLC16A2","HighEvidence","xlinked_biallelic",NA
"104","SLC1A2","HighEvidence","monoallelic_and_biallelic",NA
"105","SLC25A1","HighEvidence","biallelic",NA
"106","SLC25A22","HighEvidence","biallelic",NA
"107","SLC2A1","HighEvidence","monoallelic_and_biallelic",NA
"108","SLC35A2","HighEvidence","xlinked_monoallelic",NA
"109","SLC6A1","HighEvidence","monoallelic_not_imprinted",NA
"110","SLC6A19","HighEvidence","biallelic",NA
"111","SLC9A6","HighEvidence","xlinked_biallelic",NA
"112","SPTAN1","HighEvidence","monoallelic_not_imprinted",NA
"113","STRADA","HighEvidence","biallelic",NA
"114","STX1B","HighEvidence","monoallelic_not_imprinted",NA
"115","STXBP1","HighEvidence","monoallelic_not_imprinted",NA
"116","SUOX","HighEvidence","biallelic",NA
"117","SYNGAP1","HighEvidence","monoallelic_not_imprinted",NA
"118","SYNJ1","HighEvidence","biallelic",NA
"119","SZT2","HighEvidence","biallelic",NA
"120","TBC1D24","HighEvidence","biallelic",NA
"121","TCF4","HighEvidence","monoallelic_not_imprinted",NA
"122","TPP1","HighEvidence","biallelic",NA
"123","TRAK1","HighEvidence","biallelic",NA
"124","TRPM6","HighEvidence","biallelic",NA
"125","UBE2A","HighEvidence","xlinked_biallelic",NA
"126","UBE3A","HighEvidence","monoallelic_paternally_imprinted",NA
"127","WDR45","HighEvidence","xlinked_monoallelic",NA
"128","WDR45B","HighEvidence","biallelic",NA
"129","WWOX","HighEvidence","biallelic",NA
"130","ZEB2","HighEvidence","monoallelic",NA
"131","ABAT","HighEvidence","biallelic",NA
"132","ACOX1","HighEvidence","biallelic",NA
"133","ADAR","HighEvidence","biallelic",NA
"134","ADGRG1","HighEvidence","biallelic",NA
"135","ADPRHL2","HighEvidence","biallelic",NA
"136","AIMP1","HighEvidence","monoallelic",NA
"137","AKT1","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"138","AKT3","HighEvidence","monoallelic_not_imprinted",NA
"139","ALDH5A1","HighEvidence","biallelic",NA
"140","ALG1","HighEvidence","biallelic",NA
"141","ALG3","HighEvidence","biallelic",NA
"142","ALG6","HighEvidence","biallelic",NA
"143","ALG9","HighEvidence","biallelic",NA
"144","ALPL","HighEvidence","monoallelic_and_biallelic",NA
"145","AMPD2","HighEvidence","biallelic",NA
"146","AMT","HighEvidence","biallelic",NA
"147","AP3B2","HighEvidence","biallelic",NA
"148","ARFGEF2","HighEvidence","biallelic",NA
"149","ARG1","HighEvidence","biallelic",NA
"150","ARID1B","HighEvidence","monoallelic_not_imprinted",NA
"151","ARV1","HighEvidence","biallelic",NA
"152","ASPA","HighEvidence","biallelic",NA
"153","CACNA1A","HighEvidence","monoallelic",NA
"154","CACNA1G","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"155","CC2D2A","HighEvidence","biallelic",NA
"156","CNNM2","HighEvidence","monoallelic_and_biallelic",NA
"157","COG7","HighEvidence","biallelic",NA
"158","DEAF1","HighEvidence","monoallelic_and_biallelic",NA
"159","DHCR7","HighEvidence","biallelic",NA
"160","DHX30","HighEvidence","monoallelic",NA
"161","EEF1A2","HighEvidence","monoallelic",NA
"162","EFHC1","HighEvidence","monoallelic",NA
"163","EFTUD2","HighEvidence","monoallelic",NA
"164","EIF2B5","HighEvidence","biallelic",NA
"165","FAR1","HighEvidence","biallelic",NA
"166","FBXO11","HighEvidence","monoallelic",NA
"167","FLNA","HighEvidence","xlinked_monoallelic",NA
"168","GRIA4","HighEvidence","monoallelic",NA
"169","GTPBP2","HighEvidence","biallelic",NA
"170","HACE1","HighEvidence","biallelic",NA
"171","HAX1","HighEvidence","biallelic",NA
"172","IRF2BPL","HighEvidence","monoallelic",NA
"173","KCNA1","HighEvidence","monoallelic",NA
"174","LYST","HighEvidence","biallelic",NA
"175","MAF","HighEvidence","monoallelic",NA
"176","NRXN1","HighEvidence","monoallelic_and_biallelic",NA
"177","OTUD6B","HighEvidence","biallelic",NA
"178","PACS1","HighEvidence","monoallelic",NA
"179","PACS2","HighEvidence","monoallelic",NA
"180","PEX12","HighEvidence","biallelic",NA
"181","PEX19","HighEvidence","biallelic",NA
"182","PEX3","HighEvidence","biallelic",NA
"183","PEX6","HighEvidence","monoallelic_and_biallelic",NA
"184","PRMT7","HighEvidence","biallelic",NA
"185","PTPN23","HighEvidence","biallelic",NA
"186","RELN","HighEvidence","monoallelic",NA
"187","RORA","HighEvidence","monoallelic",NA
"188","RTN4IP1","HighEvidence","biallelic",NA
"189","RTTN","HighEvidence","biallelic",NA
"190","SCN3A","HighEvidence","monoallelic",NA
"191","SLC1A4","HighEvidence","biallelic",NA
"192","SYN1","HighEvidence","xlinked_monoallelic",NA
"193","TSC2","HighEvidence","monoallelic",NA
"194","TUBA1A","HighEvidence","monoallelic",NA
"195","TUBB2A","HighEvidence","monoallelic",NA
"196","TUBB2B","HighEvidence","monoallelic",NA
"197","TUBB3","HighEvidence","monoallelic",NA
"198","TUBB4A","HighEvidence","monoallelic",NA
"199","TUBG1","HighEvidence","monoallelic",NA
"200","UBA5","HighEvidence","biallelic",NA
"201","UNC80","HighEvidence","biallelic",NA
"202","WASF1","HighEvidence","monoallelic",NA
"203","WDR62","HighEvidence","biallelic",NA
"204","WDR73","HighEvidence","biallelic",NA
"205","YWHAG","HighEvidence","monoallelic",NA
"206","ZBTB18","HighEvidence","monoallelic",NA
"207","ATP1A2","ModerateEvidence","monoallelic",NA
"208","ATP5A1","ModerateEvidence","biallelic",NA
"209","ATP6AP2","ModerateEvidence","xlinked_biallelic",NA
"210","ATP7A","ModerateEvidence",NA,NA
"211","BCKDHA","ModerateEvidence",NA,NA
"212","BCKDHB","ModerateEvidence",NA,NA
"213","BCS1L","ModerateEvidence",NA,NA
"214","BOLA3","ModerateEvidence",NA,NA
"215","BRAF","ModerateEvidence",NA,NA
"216","BTD","ModerateEvidence",NA,NA
"217","C12orf57","ModerateEvidence",NA,NA
"218","CACNA1H","ModerateEvidence",NA,NA
"219","CACNA2D2","ModerateEvidence",NA,NA
"220","CASK","ModerateEvidence",NA,NA
"221","CCDC88A","ModerateEvidence",NA,NA
"222","CCDC88C","ModerateEvidence","monoallelic_and_biallelic",NA
"223","CCND2","ModerateEvidence",NA,NA
"224","CLCN4","ModerateEvidence",NA,NA
"225","CLN3","ModerateEvidence",NA,NA
"226","CNPY3","ModerateEvidence",NA,NA
"227","COG4","ModerateEvidence",NA,NA
"228","COG6","ModerateEvidence",NA,NA
"229","COG8","ModerateEvidence",NA,NA
"230","COL18A1","ModerateEvidence",NA,NA
"231","COL4A1","ModerateEvidence",NA,NA
"232","COL4A2","ModerateEvidence",NA,NA
"233","COQ2","ModerateEvidence",NA,NA
"234","COQ4","ModerateEvidence",NA,NA
"235","COQ6","ModerateEvidence",NA,NA
"236","COQ9","ModerateEvidence",NA,NA
"237","COX10","ModerateEvidence",NA,NA
"238","COX15","ModerateEvidence",NA,NA
"239","CSNK2B","ModerateEvidence",NA,NA
"240","CSTB","ModerateEvidence",NA,NA
"241","CTSD","ModerateEvidence",NA,NA
"242","CUX2","ModerateEvidence","monoallelic",NA
"243","D2HGDH","ModerateEvidence",NA,NA
"244","DBT","ModerateEvidence",NA,NA
"245","DCX","ModerateEvidence",NA,NA
"246","DDX3X","ModerateEvidence",NA,NA
"247","DENND5A","ModerateEvidence",NA,NA
"248","DHCR24","ModerateEvidence",NA,NA
"249","DNAJC6","ModerateEvidence",NA,NA
"250","DNM1L","ModerateEvidence",NA,NA
"251","DOLK","ModerateEvidence",NA,NA
"252","DPAGT1","ModerateEvidence",NA,NA
"253","DPM1","ModerateEvidence",NA,NA
"254","DPM2","ModerateEvidence",NA,NA
"255","DYNC1H1","ModerateEvidence",NA,NA
"256","EARS2","ModerateEvidence",NA,NA
"257","EIF2B1","ModerateEvidence",NA,NA
"258","EIF2B2","ModerateEvidence",NA,NA
"259","EIF2B3","ModerateEvidence",NA,NA
"260","EIF2B4","ModerateEvidence",NA,NA
"261","EIF2S3","ModerateEvidence",NA,NA
"262","EMX2","ModerateEvidence",NA,NA
"263","ETHE1","ModerateEvidence",NA,NA
"264","EXOSC3","ModerateEvidence",NA,NA
"265","FARS2","ModerateEvidence",NA,NA
"266","FASTKD2","ModerateEvidence",NA,NA
"267","FBXL4","ModerateEvidence",NA,NA
"268","FGF12","ModerateEvidence",NA,NA
"269","FGFR3","ModerateEvidence",NA,NA
"270","FH","ModerateEvidence",NA,NA
"271","FIG4","ModerateEvidence",NA,NA
"272","FKRP","ModerateEvidence",NA,NA
"273","FKTN","ModerateEvidence",NA,NA
"274","FOLR1","ModerateEvidence",NA,NA
"275","FOXRED1","ModerateEvidence",NA,NA
"276","FRRS1L","ModerateEvidence",NA,NA
"277","FUCA1","ModerateEvidence",NA,NA
"278","GABRB2","ModerateEvidence",NA,NA
"279","GALC","ModerateEvidence",NA,NA
"280","GAMT","ModerateEvidence",NA,NA
"281","GBA","ModerateEvidence",NA,NA
"282","GCH1","ModerateEvidence",NA,NA
"283","GCSH","ModerateEvidence",NA,NA
"284","GFAP","ModerateEvidence",NA,NA
"285","GFM1","ModerateEvidence",NA,NA
"286","GLB1","ModerateEvidence",NA,NA
"287","GLDC","ModerateEvidence",NA,NA
"288","GLI3","ModerateEvidence",NA,NA
"289","GLUD1","ModerateEvidence",NA,NA
"290","GLUL","ModerateEvidence",NA,NA
"291","GM2A","ModerateEvidence",NA,NA
"292","GNAQ","ModerateEvidence",NA,NA
"293","GNB1","ModerateEvidence",NA,NA
"294","GOSR2","ModerateEvidence",NA,NA
"295","GPHN","ModerateEvidence",NA,NA
"296","GRIN2D","ModerateEvidence",NA,NA
"297","GTPBP3","ModerateEvidence",NA,NA
"298","H3F3A","ModerateEvidence",NA,NA
"299","H3F3B","ModerateEvidence",NA,NA
"300","HCCS","ModerateEvidence",NA,NA
"301","HCFC1","ModerateEvidence",NA,NA
"302","HCN2","ModerateEvidence",NA,NA
"303","HEPACAM","ModerateEvidence",NA,NA
"304","HEXA","ModerateEvidence",NA,NA
"305","HEXB","ModerateEvidence",NA,NA
"306","HLCS","ModerateEvidence",NA,NA
"307","HOXA1","ModerateEvidence",NA,NA
"308","HPRT1","ModerateEvidence",NA,NA
"309","HRAS","ModerateEvidence",NA,NA
"310","HSD17B4","ModerateEvidence",NA,NA
"311","HSPD1","ModerateEvidence",NA,NA
"312","IFIH1","ModerateEvidence",NA,NA
"313","IKBKG","ModerateEvidence",NA,NA
"314","ISPD","ModerateEvidence",NA,NA
"315","KAT5","ModerateEvidence",NA,NA
"316","KCNJ11","ModerateEvidence",NA,NA
"317","KCNMA1","ModerateEvidence","monoallelic_and_biallelic",NA
"318","KCNQ5","ModerateEvidence",NA,NA
"319","KCTD3","ModerateEvidence",NA,NA
"320","KIAA1109","ModerateEvidence",NA,NA
"321","KIF1A","ModerateEvidence",NA,NA
"322","KIF2A","ModerateEvidence",NA,NA
"323","KIF5C","ModerateEvidence",NA,NA
"324","KPTN","ModerateEvidence","biallelic",NA
"325","KRAS","ModerateEvidence",NA,NA
"326","LARGE1","ModerateEvidence",NA,NA
"327","LIAS","ModerateEvidence",NA,NA
"328","LIPT2","ModerateEvidence",NA,NA
"329","LNPK","ModerateEvidence","biallelic",NA
"330","MANBA","ModerateEvidence",NA,NA
"331","MAP2K1","ModerateEvidence",NA,NA
"332","MAP2K2","ModerateEvidence",NA,NA
"333","MED12","ModerateEvidence",NA,NA
"334","MED17","ModerateEvidence","biallelic",NA
"335","MLC1","ModerateEvidence",NA,NA
"336","MMACHC","ModerateEvidence",NA,NA
"337","MMADHC","ModerateEvidence",NA,NA
"338","MOCS1","ModerateEvidence",NA,NA
"339","MOCS2","ModerateEvidence",NA,NA
"340","MPDU1","ModerateEvidence",NA,NA
"341","MTHFR","ModerateEvidence",NA,NA
"342","MTR","ModerateEvidence",NA,NA
"343","NAGA","ModerateEvidence",NA,NA
"344","NARS2","ModerateEvidence",NA,NA
"345","NDE1","ModerateEvidence",NA,NA
"346","NDP","ModerateEvidence",NA,NA
"347","NDUFA1","ModerateEvidence",NA,NA
"348","NDUFA10","ModerateEvidence",NA,NA
"349","NDUFA11","ModerateEvidence",NA,NA
"350","NDUFA2","ModerateEvidence",NA,NA
"351","NDUFAF2","ModerateEvidence",NA,NA
"352","NDUFAF3","ModerateEvidence",NA,NA
"353","NDUFAF4","ModerateEvidence",NA,NA
"354","NDUFAF5","ModerateEvidence",NA,NA
"355","NDUFS1","ModerateEvidence",NA,NA
"356","NDUFS2","ModerateEvidence",NA,NA
"357","NDUFS4","ModerateEvidence",NA,NA
"358","NDUFS6","ModerateEvidence",NA,NA
"359","NDUFS7","ModerateEvidence",NA,NA
"360","NDUFS8","ModerateEvidence",NA,NA
"361","NDUFV1","ModerateEvidence",NA,NA
"362","NECAP1","ModerateEvidence",NA,NA
"363","NEDD4L","ModerateEvidence","monoallelic",NA
"364","NGLY1","ModerateEvidence",NA,NA
"365","NHLRC1","ModerateEvidence","biallelic",NA
"366","NPRL2","ModerateEvidence",NA,NA
"367","NPRL3","ModerateEvidence",NA,NA
"368","NRAS","ModerateEvidence",NA,NA
"369","NSD1","ModerateEvidence",NA,NA
"370","NSDHL","ModerateEvidence",NA,NA
"371","NUBPL","ModerateEvidence",NA,NA
"372","OCLN","ModerateEvidence",NA,NA
"373","OPHN1","ModerateEvidence",NA,NA
"374","OTX2","ModerateEvidence",NA,NA
"375","PAFAH1B1","ModerateEvidence",NA,NA
"376","PAH","ModerateEvidence",NA,NA
"377","PCCA","ModerateEvidence",NA,NA
"378","PCCB","ModerateEvidence",NA,NA
"379","PCLO","ModerateEvidence",NA,NA
"380","PDHA1","ModerateEvidence",NA,NA
"381","PDHX","ModerateEvidence",NA,NA
"382","PDSS2","ModerateEvidence",NA,NA
"383","PET100","ModerateEvidence",NA,NA
"384","PEX1","ModerateEvidence",NA,NA
"385","PEX5","ModerateEvidence","biallelic",NA
"386","PEX7","ModerateEvidence",NA,NA
"387","PHGDH","ModerateEvidence",NA,NA
"388","PIGC","ModerateEvidence",NA,NA
"389","PIGH","ModerateEvidence","biallelic",NA
"390","PIGO","ModerateEvidence",NA,NA
"391","PIGW","ModerateEvidence",NA,NA
"392","PIK3CA","ModerateEvidence",NA,NA
"393","PIK3R2","ModerateEvidence",NA,NA
"394","PLAA","ModerateEvidence",NA,NA
"395","PMM2","ModerateEvidence",NA,NA
"396","POMGNT1","ModerateEvidence",NA,NA
"397","POMT1","ModerateEvidence",NA,NA
"398","POMT2","ModerateEvidence","biallelic",NA
"399","PPP3CA","ModerateEvidence",NA,NA
"400","PPT1","ModerateEvidence",NA,NA
"401","PRICKLE1","ModerateEvidence",NA,NA
"402","PROSC","ModerateEvidence",NA,NA
"403","PSAP","ModerateEvidence",NA,NA
"404","PSAT1","ModerateEvidence",NA,NA
"405","PSPH","ModerateEvidence",NA,NA
"406","PTEN","ModerateEvidence",NA,NA
"407","PTF1A","ModerateEvidence",NA,NA
"408","PTS","ModerateEvidence",NA,NA
"409","QDPR","ModerateEvidence",NA,NA
"410","RAB11B","ModerateEvidence",NA,NA
"411","RAB18","ModerateEvidence",NA,NA
"412","RAB3GAP1","ModerateEvidence",NA,NA
"413","RAB3GAP2","ModerateEvidence",NA,NA
"414","RARS2","ModerateEvidence",NA,NA
"415","RFT1","ModerateEvidence",NA,NA
"416","RMND1","ModerateEvidence",NA,NA
"417","RNASEH2A","ModerateEvidence",NA,NA
"418","RNASEH2B","ModerateEvidence",NA,NA
"419","RNASEH2C","ModerateEvidence",NA,NA
"420","RNASET2","ModerateEvidence",NA,NA
"421","RNU4ATAC","ModerateEvidence",NA,NA
"422","ROGDI","ModerateEvidence",NA,NA
"423","RORB","ModerateEvidence",NA,NA
"424","RRM2B","ModerateEvidence",NA,NA
"425","RUSC2","ModerateEvidence",NA,NA
"426","SAMHD1","ModerateEvidence",NA,NA
"427","SCO1","ModerateEvidence",NA,NA
"428","SCO2","ModerateEvidence",NA,NA
"429","SDHA","ModerateEvidence",NA,NA
"430","SEPSECS","ModerateEvidence",NA,NA
"431","SETBP1","ModerateEvidence",NA,NA
"432","SETD1B","ModerateEvidence",NA,NA
"433","SHH","ModerateEvidence",NA,NA
"434","SIX3","ModerateEvidence",NA,NA
"435","SLC25A12","ModerateEvidence",NA,NA
"436","SLC35A1","ModerateEvidence","biallelic",NA
"437","SLC45A1","ModerateEvidence",NA,NA
"438","SLC6A8","ModerateEvidence",NA,NA
"439","SMC1A","ModerateEvidence",NA,NA
"440","SNIP1","ModerateEvidence","biallelic",NA
"441","SNORD118","ModerateEvidence",NA,NA
"442","SPR","ModerateEvidence",NA,NA
"443","SRPX2","ModerateEvidence","xlinked_biallelic",NA
"444","ST3GAL3","ModerateEvidence",NA,NA
"445","ST3GAL5","ModerateEvidence",NA,NA
"446","STAG1","ModerateEvidence",NA,NA
"447","STAMBP","ModerateEvidence",NA,NA
"448","SUCLA2","ModerateEvidence",NA,NA
"449","SUCLG1","ModerateEvidence",NA,NA
"450","SURF1","ModerateEvidence",NA,NA
"451","TBC1D20","ModerateEvidence",NA,NA
"452","TBCD","ModerateEvidence",NA,NA
"453","TBCK","ModerateEvidence",NA,NA
"454","TBL1XR1","ModerateEvidence",NA,NA
"455","TFE3","ModerateEvidence",NA,NA
"456","TIMM50","ModerateEvidence",NA,NA
"457","TMEM70","ModerateEvidence",NA,NA
"458","TNK2","ModerateEvidence",NA,NA
"459","TRAPPC12","ModerateEvidence",NA,NA
"460","TRAPPC6B","ModerateEvidence",NA,NA
"461","TREX1","ModerateEvidence",NA,NA
"462","TRIM8","ModerateEvidence",NA,NA
"463","TRIP13","ModerateEvidence",NA,NA
"464","TSC1","ModerateEvidence","monoallelic",NA
"465","TSEN15","ModerateEvidence","biallelic",NA
"466","TSEN2","ModerateEvidence",NA,NA
"467","TSEN34","ModerateEvidence",NA,NA
"468","TSEN54","ModerateEvidence",NA,NA
"469","TSFM","ModerateEvidence",NA,NA
"470","TUBA8","ModerateEvidence","biallelic",NA
"471","TUBB","ModerateEvidence","monoallelic",NA
"472","VLDLR","ModerateEvidence","biallelic",NA
"473","AARS2","LowEvidence",NA,NA
"474","ADGRV1","LowEvidence",NA,NA
"475","ALG12","LowEvidence","biallelic",NA
"476","ALG2","LowEvidence",NA,NA
"477","ALG8","LowEvidence","biallelic",NA
"478","ASAH1","LowEvidence",NA,NA
"479","CACNB4","LowEvidence",NA,NA
"480","CAMK2G","LowEvidence","monoallelic",NA
"481","CASR","LowEvidence",NA,NA
"482","CBL","LowEvidence",NA,NA
"483","CLCN2","LowEvidence","monoallelic_and_biallelic",NA
"484","CLN5","LowEvidence",NA,NA
"485","CLN6","LowEvidence",NA,NA
"486","CNTN2","LowEvidence",NA,NA
"487","CRH","LowEvidence",NA,NA
"488","CSNK1G1","LowEvidence",NA,NA
"489","DMBX1","LowEvidence","biallelic",NA
"490","FTL","LowEvidence","monoallelic_and_biallelic",NA
"491","GABRD","LowEvidence","monoallelic",NA
"492","GAL","LowEvidence","monoallelic",NA
"493","GATAD2B","LowEvidence",NA,NA
"494","GATM","LowEvidence",NA,NA
"495","GLRA1","LowEvidence",NA,NA
"496","GLRB","LowEvidence",NA,NA
"497","INO80","LowEvidence","biallelic",NA
"498","MAGI2","LowEvidence","monoallelic",NA
"499","MATN4","LowEvidence","biallelic",NA
"500","MFSD8","LowEvidence",NA,NA
"501","MT-TL1","LowEvidence","mitochondrial",NA
"502","NID1","LowEvidence","biallelic",NA
"503","PCDH12","LowEvidence","biallelic",NA
"504","PCDHB4","LowEvidence","biallelic",NA
"505","PIGQ","LowEvidence",NA,NA
"506","PRICKLE2","LowEvidence",NA,NA
"507","PSMB8","LowEvidence","biallelic",NA
"508","RUBCN","LowEvidence","biallelic",NA
"509","RYR3","LowEvidence",NA,NA
"510","SCN2B","LowEvidence",NA,NA
"511","SEC24D","LowEvidence","biallelic",NA
"512","SLC6A5","LowEvidence",NA,NA
"513","SMS","LowEvidence",NA,NA
"514","TUBA3E","LowEvidence","biallelic",NA
