"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"158","DOLK","LowEvidence","biallelic",NA
"159","DPAGT1","LowEvidence","biallelic",NA
"160","DPM1","LowEvidence",NA,NA
"161","DPM3","LowEvidence",NA,NA
"162","DUX4","LowEvidence",NA,NA
"163","DYSF","LowEvidence","biallelic",NA
"164","EGR2","LowEvidence",NA,NA
"165","EMD","LowEvidence","xlinked_biallelic",NA
"166","ETFA","LowEvidence","biallelic",NA
"167","ETFB","LowEvidence","biallelic",NA
"168","ETFDH","LowEvidence","biallelic",NA
"169","FAM111B","LowEvidence","monoallelic_not_imprinted",NA
"170","FHL1","LowEvidence",NA,NA
"171","FKBP14","LowEvidence","biallelic",NA
"172","FLNC","LowEvidence",NA,NA
"173","GAA","LowEvidence","biallelic",NA
"174","GARS","LowEvidence",NA,NA
"175","GDAP1","LowEvidence",NA,NA
"176","GFER","LowEvidence",NA,NA
"177","GFPT1","LowEvidence","biallelic",NA
"178","GNE","LowEvidence","biallelic",NA
"179","GRN","LowEvidence",NA,NA
"180","HADH","LowEvidence",NA,NA
"181","HADHA","LowEvidence",NA,NA
"182","HADHB","LowEvidence",NA,NA
"183","HNRNPA1","LowEvidence",NA,NA
"184","HRAS","LowEvidence","monoallelic",NA
"185","IBA57","LowEvidence","biallelic",NA
"186","IGHMBP2","LowEvidence","biallelic",NA
"187","ISCU","LowEvidence",NA,NA
"188","ITGA7","LowEvidence","biallelic",NA
"189","KBTBD13","LowEvidence","monoallelic",NA
"190","LAMP2","LowEvidence","unknown",NA
"191","LDB3","LowEvidence","monoallelic",NA
"192","LMNA","LowEvidence","monoallelic",NA
"193","LPIN1","LowEvidence",NA,NA
"194","MATR3","LowEvidence","monoallelic",NA
"195","MEGF10","LowEvidence","biallelic",NA
"196","MFN2","LowEvidence",NA,NA
"197","MICU1","LowEvidence",NA,NA
"198","MPZ","LowEvidence","monoallelic_not_imprinted",NA
"199","MT-TL1","LowEvidence","mitochondrial",NA
"200","MTMR1","LowEvidence",NA,NA
"201","MYF6","LowEvidence","monoallelic",NA
"202","MYH14","LowEvidence",NA,NA
"203","MYO9A","LowEvidence","biallelic",NA
"204","MYOT","LowEvidence","monoallelic",NA
"205","NEFL","LowEvidence",NA,NA
"206","NEK9","LowEvidence","biallelic",NA
"207","PABPN1","LowEvidence","monoallelic_and_biallelic",NA
"208","PI4KA","LowEvidence","biallelic",NA
"209","PLEC","LowEvidence","monoallelic_and_biallelic",NA
"210","PNPLA2","LowEvidence","biallelic",NA
"211","POLG","LowEvidence","biallelic",NA
"212","PSD3","LowEvidence","monoallelic_not_imprinted",NA
"213","PUS1","LowEvidence","biallelic",NA
"214","PYGM","LowEvidence",NA,NA
"215","RBCK1","LowEvidence",NA,NA
"216","RRM2B","LowEvidence",NA,NA
"217","SGCA","LowEvidence",NA,NA
"218","SGCB","LowEvidence",NA,NA
"219","SGCD","LowEvidence",NA,NA
"220","SGCG","LowEvidence",NA,NA
"221","SIL1","LowEvidence","biallelic",NA
"222","SLC22A5","LowEvidence",NA,NA
"223","SLC25A4","LowEvidence","biallelic",NA
"224","SLC25A42","LowEvidence","biallelic",NA
"225","SLC35A3","LowEvidence","biallelic",NA
"226","SLC52A3","LowEvidence","biallelic",NA
"227","SMCHD1","LowEvidence",NA,NA
"228","STAC3","LowEvidence","biallelic",NA
"229","STIM2","LowEvidence",NA,NA
"230","SYNE1","LowEvidence","monoallelic",NA
"231","SYNE2","LowEvidence","monoallelic",NA
"232","SYT2","LowEvidence",NA,NA
"233","TCAP","LowEvidence",NA,NA
"234","TIA1","LowEvidence",NA,NA
"235","TK2","LowEvidence",NA,NA
"236","TMEM43","LowEvidence",NA,NA
"237","TRIM32","LowEvidence","biallelic",NA
"238","TSEN2","LowEvidence","biallelic",NA
"239","TSEN34","LowEvidence","biallelic",NA
"240","TTN","LowEvidence","monoallelic_and_biallelic",NA
"241","UTRN","LowEvidence",NA,NA
"242","VCP","LowEvidence","monoallelic",NA
"243","VPS8","LowEvidence","biallelic",NA
"244","YARS2","LowEvidence","biallelic",NA
