"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"118","CNOT3","HighEvidence","monoallelic_not_imprinted",NA
"119","CNTNAP2","HighEvidence","biallelic",NA
"120","COASY","HighEvidence","biallelic",NA
"121","COG1","HighEvidence","biallelic",NA
"122","COG4","HighEvidence","biallelic",NA
"123","COG5","HighEvidence","monoallelic_not_imprinted",NA
"124","COG7","HighEvidence","biallelic",NA
"125","COG8","HighEvidence","biallelic",NA
"126","COQ4","HighEvidence","biallelic",NA
"127","COQ8A","HighEvidence","biallelic",NA
"128","CPS1","HighEvidence","biallelic",NA
"129","CRADD","HighEvidence","biallelic",NA
"130","CREBBP","HighEvidence","monoallelic_not_imprinted",NA
"131","CSNK2A1","HighEvidence","monoallelic_not_imprinted",NA
"132","CSPP1","HighEvidence","biallelic",NA
"133","CTC1","HighEvidence","biallelic",NA
"134","CTCF","HighEvidence","monoallelic_not_imprinted",NA
"135","CTNNB1","HighEvidence","monoallelic_not_imprinted",NA
"136","CTSA","HighEvidence","biallelic",NA
"137","CUL4B","HighEvidence","xlinked_biallelic",NA
"138","CYB5R3","HighEvidence","biallelic",NA
"139","DAG1","HighEvidence","biallelic",NA
"140","DARS2","HighEvidence","biallelic",NA
"141","DBT","HighEvidence","biallelic",NA
"142","DCHS1","HighEvidence","biallelic",NA
"143","DCX","HighEvidence","xlinked_monoallelic",NA
"144","DDOST","HighEvidence","biallelic",NA
"145","DDX3X","HighEvidence","xlinked_monoallelic","loss-of-function (truncating variants and curated list of variants)"
"146","DEAF1","HighEvidence","monoallelic_not_imprinted",NA
"147","DHCR24","HighEvidence","biallelic",NA
"148","DHCR7","HighEvidence","biallelic",NA
"149","DKC1","HighEvidence","xlinked_biallelic",NA
"150","DLG3","HighEvidence","xlinked_biallelic",NA
"151","DMD","HighEvidence","xlinked_biallelic",NA
"152","DNAJC12","HighEvidence","biallelic",NA
"153","DNAJC19","HighEvidence","biallelic",NA
"154","DNM1","HighEvidence","monoallelic_not_imprinted",NA
"155","DNMT3A","HighEvidence","monoallelic_not_imprinted",NA
"156","DOCK7","HighEvidence","biallelic",NA
"157","DOCK8","HighEvidence","biallelic",NA
"158","DOLK","HighEvidence","biallelic",NA
"159","DPAGT1","HighEvidence","biallelic",NA
"160","DPYD","HighEvidence","biallelic",NA
"161","DYNC1H1","HighEvidence","monoallelic_not_imprinted",NA
"162","DYRK1A","HighEvidence","monoallelic_not_imprinted",NA
"163","EBF3","HighEvidence","monoallelic",NA
"164","EBP","HighEvidence","xlinked_monoallelic",NA
"165","EED","HighEvidence","monoallelic_not_imprinted",NA
"166","EEF1A2","HighEvidence","monoallelic_not_imprinted",NA
"167","EHMT1","HighEvidence","monoallelic_not_imprinted",NA
"168","EIF2S3","HighEvidence","xlinked_monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"169","EIF4A3","HighEvidence","biallelic",NA
"170","ELOVL4","HighEvidence","biallelic",NA
"171","ELP2","HighEvidence","biallelic",NA
"172","EML1","HighEvidence","biallelic",NA
"173","EMX2","HighEvidence","monoallelic",NA
"174","EP300","HighEvidence","monoallelic_not_imprinted",NA
"175","ERCC2","HighEvidence","biallelic",NA
"176","ERCC3","HighEvidence","biallelic",NA
"177","ERCC5","HighEvidence","biallelic",NA
"178","ERCC6","HighEvidence","biallelic",NA
"179","ERCC8","HighEvidence","biallelic",NA
"180","ETHE1","HighEvidence","biallelic",NA
"181","EXTL3","HighEvidence","biallelic",NA
"182","EZH2","HighEvidence","monoallelic_not_imprinted",NA
"183","FAM126A","HighEvidence","biallelic",NA
"184","FAR1","HighEvidence","biallelic",NA
"185","FGD1","HighEvidence","xlinked_biallelic",NA
"186","FGF12","HighEvidence","monoallelic","Other - please provide details in the comments"
"187","FKRP","HighEvidence","biallelic",NA
"188","FKTN","HighEvidence","biallelic",NA
"189","FLNA","HighEvidence","xlinked_monoallelic",NA
"190","FMN2","HighEvidence","biallelic",NA
"191","FMR1","HighEvidence","xlinked_monoallelic","Other - please provide details in the comments"
"192","FOLR1","HighEvidence","biallelic",NA
"193","FOXG1","HighEvidence","monoallelic_not_imprinted",NA
"194","FOXP1","HighEvidence","monoallelic_not_imprinted",NA
"195","FOXP2","HighEvidence","monoallelic_not_imprinted",NA
"196","FTSJ1","HighEvidence","xlinked_biallelic",NA
"197","GALE","HighEvidence","biallelic",NA
"198","GAMT","HighEvidence","biallelic",NA
"199","GATM","HighEvidence","biallelic",NA
"200","GDI1","HighEvidence","xlinked_biallelic",NA
"201","GFAP","HighEvidence","monoallelic_not_imprinted",NA
"202","GFER","HighEvidence","biallelic",NA
"203","GFM1","HighEvidence","biallelic",NA
"204","GK","HighEvidence","xlinked_biallelic",NA
"205","GLI2","HighEvidence","monoallelic_not_imprinted",NA
"206","GLI3","HighEvidence","monoallelic_not_imprinted",NA
"207","GLIS3","HighEvidence","biallelic",NA
"208","GLUL","HighEvidence","biallelic",NA
"209","GLYCTK","HighEvidence","biallelic",NA
"210","GM2A","HighEvidence","biallelic",NA
"211","GMPPB","HighEvidence","biallelic",NA
"212","GNAI1","HighEvidence","monoallelic_not_imprinted",NA
"213","GNAS","HighEvidence","monoallelic",NA
"214","GNB1","HighEvidence","monoallelic_not_imprinted",NA
"215","GNPAT","HighEvidence","biallelic",NA
"216","GNPTAB","HighEvidence","biallelic",NA
"217","GNPTG","HighEvidence","biallelic",NA
"218","GPAA1","HighEvidence","biallelic",NA
"219","GPC3","HighEvidence","xlinked_biallelic",NA
"220","GRIA3","HighEvidence","xlinked_biallelic",NA
"221","GRIA4","HighEvidence","monoallelic_not_imprinted",NA
"222","GRID2","HighEvidence","biallelic",NA
"223","GRIK2","HighEvidence","biallelic",NA
"224","GRIN1","HighEvidence","monoallelic_and_biallelic",NA
"225","GRIN2A","HighEvidence","monoallelic_not_imprinted",NA
"226","GRIN2B","HighEvidence","monoallelic_not_imprinted",NA
"227","GRM1","HighEvidence","biallelic",NA
"228","GTPBP3","HighEvidence","biallelic",NA
"229","GUSB","HighEvidence","biallelic",NA
"230","HACE1","HighEvidence","biallelic",NA
"231","HCN1","HighEvidence","monoallelic_not_imprinted",NA
"232","HDAC4","HighEvidence","monoallelic_not_imprinted",NA
"233","HDAC8","HighEvidence","xlinked_monoallelic",NA
"234","HECW2","HighEvidence","monoallelic","Other - please provide details in the comments"
"235","HEXB","HighEvidence","biallelic",NA
"236","HIST1H1E","HighEvidence","monoallelic",NA
"237","HIVEP2","HighEvidence","monoallelic",NA
"238","HNRNPH2","HighEvidence","xlinked_monoallelic",NA
"239","HNRNPK","HighEvidence","monoallelic_not_imprinted",NA
"240","HNRNPU","HighEvidence","monoallelic_not_imprinted",NA
"241","HOXA1","HighEvidence","biallelic",NA
"242","HPD","HighEvidence","monoallelic_and_biallelic",NA
"243","HPRT1","HighEvidence","xlinked_biallelic",NA
"244","HRAS","HighEvidence","monoallelic_not_imprinted",NA
"245","HSD17B10","HighEvidence","xlinked_biallelic",NA
"246","HSPD1","HighEvidence","monoallelic_and_biallelic",NA
"247","HUWE1","HighEvidence","xlinked_biallelic",NA
"248","IARS","HighEvidence","biallelic",NA
"249","IDS","HighEvidence","xlinked_biallelic",NA
"250","IER3IP1","HighEvidence","biallelic",NA
"251","IFIH1","HighEvidence","monoallelic_not_imprinted",NA
"252","IGF1","HighEvidence","biallelic",NA
"253","IGF1R","HighEvidence","biallelic",NA
"254","IL1RAPL1","HighEvidence","xlinked_biallelic",NA
"255","INPP5K","HighEvidence","biallelic",NA
"256","IQSEC2","HighEvidence","xlinked_biallelic",NA
"257","IRX5","HighEvidence","biallelic",NA
"258","KANSL1","HighEvidence","monoallelic_not_imprinted",NA
"259","KAT6A","HighEvidence","monoallelic_not_imprinted",NA
"260","KCNC1","HighEvidence","monoallelic_not_imprinted",NA
"261","KCNH1","HighEvidence","monoallelic_not_imprinted",NA
"262","KCNJ10","HighEvidence","biallelic",NA
"263","KCNJ11","HighEvidence","biallelic",NA
"264","KCNK9","HighEvidence","monoallelic_paternally_imprinted","Other - please provide details in the comments"
"265","KCNQ2","HighEvidence","monoallelic_not_imprinted",NA
"266","KCNQ5","HighEvidence","monoallelic",NA
"267","KCTD7","HighEvidence","biallelic",NA
"268","KDM1A","HighEvidence","monoallelic",NA
"269","KDM5B","HighEvidence","monoallelic_not_imprinted",NA
"270","KDM5C","HighEvidence","xlinked_biallelic",NA
"271","KDM6A","HighEvidence","xlinked_monoallelic",NA
"272","KIAA0586","HighEvidence","biallelic",NA
"273","KIAA1109","HighEvidence","biallelic",NA
"274","KIDINS220","HighEvidence","monoallelic",NA
"275","KIF11","HighEvidence","monoallelic_not_imprinted",NA
"276","KIF1A","HighEvidence","monoallelic_not_imprinted",NA
"277","KIF1BP","HighEvidence","biallelic",NA
"278","KIF5A","HighEvidence","monoallelic",NA
"279","KIF5C","HighEvidence","monoallelic_not_imprinted",NA
"280","KIF7","HighEvidence","biallelic",NA
"281","KMT2A","HighEvidence","monoallelic_not_imprinted",NA
"282","KMT2C","HighEvidence","monoallelic_not_imprinted",NA
"283","KMT2D","HighEvidence","monoallelic_not_imprinted",NA
"284","KNL1","HighEvidence","biallelic",NA
"285","KPTN","HighEvidence","biallelic",NA
"286","KRAS","HighEvidence","monoallelic_not_imprinted",NA
"287","L1CAM","HighEvidence","xlinked_biallelic",NA
"288","LAMA1","HighEvidence","biallelic",NA
"289","LAMA2","HighEvidence","biallelic",NA
"290","LAMC3","HighEvidence","biallelic",NA
"291","LAMP2","HighEvidence","xlinked_monoallelic",NA
"292","LARGE1","HighEvidence","biallelic",NA
"293","LIG4","HighEvidence","biallelic",NA
"294","LINS1","HighEvidence","biallelic",NA
"295","LONP1","HighEvidence","biallelic",NA
"296","LRP2","HighEvidence","biallelic",NA
"297","MAGEL2","HighEvidence","monoallelic_maternally_imprinted",NA
"298","MAN1B1","HighEvidence","biallelic",NA
"299","MAN2B1","HighEvidence","biallelic",NA
"300","MANBA","HighEvidence","biallelic",NA
"301","MAOA","HighEvidence","xlinked_biallelic",NA
"302","MAP2K2","HighEvidence","monoallelic_not_imprinted",NA
"303","MAT1A","HighEvidence","biallelic",NA
"304","MBD5","HighEvidence","monoallelic_not_imprinted",NA
"305","MBOAT7","HighEvidence","biallelic",NA
"306","MBTPS2","HighEvidence","xlinked_monoallelic",NA
"307","MCCC1","HighEvidence","biallelic",NA
"308","MCCC2","HighEvidence","biallelic",NA
"309","MCOLN1","HighEvidence","biallelic",NA
"310","MCPH1","HighEvidence","biallelic",NA
"311","MDH2","HighEvidence","biallelic",NA
"312","MECP2","HighEvidence","xlinked_monoallelic",NA
"313","MED12","HighEvidence","xlinked_biallelic",NA
"314","MED13L","HighEvidence","monoallelic_not_imprinted",NA
"315","MED17","HighEvidence","biallelic",NA
"316","MEF2C","HighEvidence","monoallelic_not_imprinted",NA
"317","MFSD8","HighEvidence","biallelic",NA
"318","MGAT2","HighEvidence","biallelic",NA
"319","MICU1","HighEvidence","biallelic",NA
"320","MID1","HighEvidence","xlinked_biallelic",NA
"321","MKKS","HighEvidence","biallelic",NA
"322","MLYCD","HighEvidence","biallelic",NA
"323","MMADHC","HighEvidence","biallelic",NA
"324","MOCS2","HighEvidence","biallelic",NA
"325","MOGS","HighEvidence","biallelic",NA
"326","MPI","HighEvidence","biallelic",NA
"327","MTHFR","HighEvidence","biallelic",NA
"328","MTOR","HighEvidence","monoallelic","Other - please provide details in the comments"
"329","MTR","HighEvidence","biallelic",NA
"330","MYCN","HighEvidence","monoallelic_not_imprinted",NA
"331","MYO5A","HighEvidence","biallelic",NA
"332","MYT1L","HighEvidence","monoallelic_not_imprinted",NA
"333","NAA10","HighEvidence","xlinked_monoallelic",NA
"334","NAA15","HighEvidence","monoallelic_not_imprinted",NA
"335","NACC1","HighEvidence","monoallelic_not_imprinted",NA
"336","NAGA","HighEvidence","biallelic",NA
"337","NALCN","HighEvidence","monoallelic_and_biallelic",NA
"338","NDP","HighEvidence","xlinked_biallelic",NA
"339","NDST1","HighEvidence","biallelic","Other - please provide details in the comments"
"340","NDUFA1","HighEvidence","xlinked_biallelic",NA
"341","NDUFS1","HighEvidence","biallelic",NA
"342","NEXMIF","HighEvidence","xlinked_biallelic",NA
"343","NF1","HighEvidence","monoallelic_not_imprinted",NA
"344","NFIA","HighEvidence","monoallelic",NA
"345","NFIX","HighEvidence","monoallelic_not_imprinted",NA
"346","NHS","HighEvidence","xlinked_biallelic",NA
"347","NIPBL","HighEvidence","monoallelic_not_imprinted",NA
"348","NLGN3","HighEvidence","xlinked_biallelic",NA
"349","NONO","HighEvidence","xlinked_monoallelic",NA
"350","NPC1","HighEvidence","biallelic",NA
"351","NPC2","HighEvidence","biallelic",NA
"352","NR2F1","HighEvidence","monoallelic_not_imprinted",NA
"353","NRXN1","HighEvidence","monoallelic_and_biallelic",NA
"354","NSD1","HighEvidence","monoallelic_not_imprinted",NA
"355","NSDHL","HighEvidence","xlinked_biallelic",NA
"356","NSUN2","HighEvidence","biallelic",NA
"357","NTRK1","HighEvidence","biallelic",NA
"358","OCRL","HighEvidence","xlinked_biallelic",NA
"359","OFD1","HighEvidence","xlinked_monoallelic",NA
"360","OPA3","HighEvidence","biallelic",NA
"361","OPHN1","HighEvidence","xlinked_biallelic",NA
"362","OTUD6B","HighEvidence","biallelic",NA
"363","PACS1","HighEvidence","monoallelic_not_imprinted",NA
"364","PAFAH1B1","HighEvidence","monoallelic_not_imprinted",NA
"365","PAH","HighEvidence","biallelic",NA
"366","PAK3","HighEvidence","xlinked_biallelic",NA
"367","PARN","HighEvidence","biallelic",NA
"368","PAX6","HighEvidence","monoallelic_not_imprinted",NA
"369","PCCA","HighEvidence","biallelic",NA
"370","PCCB","HighEvidence","biallelic",NA
"371","PCDH19","HighEvidence","xlinked_monoallelic",NA
"372","PCNT","HighEvidence","biallelic",NA
"373","PDE4D","HighEvidence","monoallelic","Other - please provide details in the comments "
"374","PDGFRB","HighEvidence","monoallelic_not_imprinted",NA
"375","PDSS1","HighEvidence","biallelic",NA
"376","PEX11B","HighEvidence","biallelic",NA
"377","PEX7","HighEvidence","biallelic",NA
"378","PGAP1","HighEvidence","biallelic",NA
"379","PGAP3","HighEvidence","biallelic",NA
"380","PGK1","HighEvidence","xlinked_biallelic",NA
"381","PGM3","HighEvidence","biallelic",NA
"382","PHF6","HighEvidence","xlinked_biallelic",NA
"383","PHF8","HighEvidence","xlinked_biallelic",NA
"384","PIGL","HighEvidence","biallelic",NA
"385","PIGN","HighEvidence","biallelic",NA
"386","PIGO","HighEvidence","biallelic",NA
"387","PIGV","HighEvidence","biallelic",NA
"388","PIK3R2","HighEvidence","monoallelic_not_imprinted",NA
"389","PLA2G6","HighEvidence","biallelic",NA
"390","PLAA","HighEvidence","biallelic",NA
"391","PLK4","HighEvidence","biallelic",NA
"392","PLP1","HighEvidence","xlinked_biallelic",NA
"393","PLPBP","HighEvidence","biallelic",NA
"394","PMM2","HighEvidence","biallelic",NA
"395","PNKP","HighEvidence","biallelic",NA
"396","PNPLA6","HighEvidence","biallelic",NA
"397","POGZ","HighEvidence","monoallelic_not_imprinted",NA
"398","POMGNT1","HighEvidence","biallelic",NA
"399","POMT1","HighEvidence","biallelic",NA
"400","POMT2","HighEvidence","biallelic",NA
"401","PORCN","HighEvidence","xlinked_biallelic",NA
"402","PPM1D","HighEvidence","monoallelic",NA
"403","PPP2R5D","HighEvidence","monoallelic_not_imprinted",NA
"404","PQBP1","HighEvidence","xlinked_biallelic",NA
"405","PRKD1","HighEvidence","monoallelic",NA
"406","PRODH","HighEvidence","biallelic",NA
"407","PRPS1","HighEvidence","xlinked_biallelic",NA
"408","PRSS12","HighEvidence","biallelic",NA
"409","PRUNE1","HighEvidence","biallelic",NA
"410","PSMD12","HighEvidence","monoallelic",NA
"411","PSPH","HighEvidence","biallelic",NA
"412","PTCH1","HighEvidence","monoallelic_not_imprinted",NA
"413","PTCHD1","HighEvidence","xlinked_biallelic",NA
"414","PTDSS1","HighEvidence","monoallelic_not_imprinted",NA
"415","PTEN","HighEvidence","monoallelic_not_imprinted",NA
"416","PTPN11","HighEvidence","monoallelic_not_imprinted",NA
"417","PTPN23","HighEvidence","biallelic",NA
"418","PUF60","HighEvidence","monoallelic",NA
"419","PURA","HighEvidence","monoallelic_not_imprinted",NA
"420","PUS1","HighEvidence","biallelic",NA
"421","PYCR1","HighEvidence","biallelic",NA
"422","PYCR2","HighEvidence","biallelic",NA
"423","QARS","HighEvidence","biallelic",NA
"424","QRICH1","HighEvidence","monoallelic_not_imprinted",NA
"425","RAB11B","HighEvidence","monoallelic",NA
"426","RAB39B","HighEvidence","xlinked_biallelic",NA
"427","RAC1","HighEvidence","monoallelic",NA
"428","RAD21","HighEvidence","monoallelic_not_imprinted",NA
"429","RAI1","HighEvidence","monoallelic_not_imprinted",NA
"430","RARB","HighEvidence","monoallelic_and_biallelic",NA
"431","RBBP8","HighEvidence","biallelic",NA
"432","RBM10","HighEvidence","xlinked_biallelic",NA
"433","RELN","HighEvidence","biallelic",NA
"434","RFT1","HighEvidence","biallelic",NA
"435","RLIM","HighEvidence","xlinked_biallelic",NA
"436","RNF125","HighEvidence","monoallelic_not_imprinted",NA
"437","RPGRIP1L","HighEvidence","biallelic",NA
"438","RPL10","HighEvidence","xlinked_monoallelic",NA
"439","RPS6KA3","HighEvidence","xlinked_biallelic",NA
"440","RRM2B","HighEvidence","biallelic",NA
"441","RTTN","HighEvidence","biallelic",NA
"442","SAMHD1","HighEvidence","biallelic",NA
"443","SATB2","HighEvidence","monoallelic_not_imprinted",NA
"444","SCN1A","HighEvidence","monoallelic_not_imprinted",NA
"445","SCN2A","HighEvidence","monoallelic_not_imprinted",NA
"446","SCN3A","HighEvidence","monoallelic_not_imprinted",NA
"447","SCN8A","HighEvidence","monoallelic_not_imprinted",NA
"448","SDCCAG8","HighEvidence","biallelic",NA
"449","SERAC1","HighEvidence","biallelic",NA
"450","SETBP1","HighEvidence","monoallelic_not_imprinted",NA
"451","SETD2","HighEvidence","monoallelic_not_imprinted",NA
"452","SETD5","HighEvidence","monoallelic_not_imprinted",NA
"453","SGSH","HighEvidence","biallelic",NA
"454","SHANK2","HighEvidence","monoallelic_not_imprinted",NA
"455","SHANK3","HighEvidence","monoallelic_not_imprinted",NA
"456","SIL1","HighEvidence","biallelic",NA
"457","SLC12A6","HighEvidence","biallelic",NA
"458","SLC13A5","HighEvidence","biallelic",NA
"459","SLC16A2","HighEvidence","xlinked_biallelic",NA
"460","SLC25A15","HighEvidence","biallelic",NA
"461","SLC2A1","HighEvidence","monoallelic_and_biallelic",NA
"462","SLC33A1","HighEvidence","biallelic",NA
"463","SLC35C1","HighEvidence","biallelic",NA
"464","SLC39A14","HighEvidence","biallelic",NA
"465","SLC46A1","HighEvidence","biallelic",NA
"466","SLC4A4","HighEvidence","biallelic",NA
"467","SLC6A1","HighEvidence","monoallelic_not_imprinted",NA
"468","SLC6A17","HighEvidence","biallelic",NA
"469","SLC6A8","HighEvidence","xlinked_biallelic",NA
"470","SLC6A9","HighEvidence","biallelic",NA
"471","SLC9A6","HighEvidence","xlinked_biallelic",NA
"472","SLX4","HighEvidence","biallelic",NA
"473","SMAD4","HighEvidence","monoallelic",NA
"474","SMARCA2","HighEvidence","monoallelic_not_imprinted",NA
"475","SMARCA4","HighEvidence","monoallelic_not_imprinted",NA
"476","SMARCB1","HighEvidence","monoallelic_not_imprinted",NA
"477","SMARCE1","HighEvidence","monoallelic_not_imprinted",NA
"478","SMC1A","HighEvidence","xlinked_monoallelic",NA
"479","SMC3","HighEvidence","monoallelic",NA
"480","SMS","HighEvidence","xlinked_biallelic",NA
"481","SNX14","HighEvidence","biallelic",NA
"482","SON","HighEvidence","monoallelic",NA
"483","SOX10","HighEvidence","monoallelic_not_imprinted",NA
"484","SOX2","HighEvidence","monoallelic_not_imprinted",NA
"485","SOX3","HighEvidence","xlinked_monoallelic",NA
"486","SOX5","HighEvidence","monoallelic_not_imprinted",NA
"487","SPART","HighEvidence","biallelic",NA
"488","SPECC1L","HighEvidence","monoallelic_not_imprinted",NA
"489","SPR","HighEvidence","biallelic",NA
"490","SPTAN1","HighEvidence","monoallelic_not_imprinted",NA
"491","SPTBN2","HighEvidence","biallelic",NA
"492","SRCAP","HighEvidence","monoallelic_not_imprinted",NA
"493","SRD5A3","HighEvidence","biallelic",NA
"494","SSR4","HighEvidence","xlinked_biallelic",NA
"495","ST3GAL3","HighEvidence","biallelic",NA
"496","ST3GAL5","HighEvidence","biallelic",NA
"497","STIL","HighEvidence","biallelic",NA
"498","STRA6","HighEvidence","biallelic",NA
"499","STX1B","HighEvidence","monoallelic_not_imprinted",NA
"500","STXBP1","HighEvidence","monoallelic_not_imprinted",NA
"501","SUCLG1","HighEvidence","biallelic",NA
"502","SYN1","HighEvidence","xlinked_biallelic",NA
"503","SYNGAP1","HighEvidence","monoallelic_not_imprinted",NA
"504","SYP","HighEvidence","xlinked_biallelic",NA
"505","SZT2","HighEvidence","biallelic",NA
"506","TAF1","HighEvidence","xlinked_biallelic",NA
"507","TAF6","HighEvidence","biallelic",NA
"508","TBC1D23","HighEvidence","biallelic",NA
"509","TBC1D24","HighEvidence","biallelic",NA
"510","TBCD","HighEvidence","biallelic",NA
"511","TBCE","HighEvidence","biallelic",NA
"512","TBL1XR1","HighEvidence","monoallelic_not_imprinted",NA
"513","TBR1","HighEvidence","monoallelic_not_imprinted",NA
