"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"44","MPZ","HighEvidence","monoallelic",NA
"45","MT-ATP6","HighEvidence","mitochondrial",NA
"46","MTMR2","HighEvidence","biallelic",NA
"47","NDRG1","HighEvidence","biallelic",NA
"48","NEFL","HighEvidence","monoallelic_and_biallelic",NA
"49","NGF","HighEvidence","biallelic",NA
"50","NTRK1","HighEvidence","biallelic",NA
"51","PDHA1","HighEvidence","xlinked_biallelic",NA
"52","PEX7","HighEvidence","biallelic",NA
"53","PHYH","HighEvidence","biallelic",NA
"54","PLEKHG5","HighEvidence","biallelic",NA
"55","PMP22","HighEvidence","monoallelic",NA
"56","POLG","HighEvidence","monoallelic_and_biallelic",NA
"57","PRDM12","HighEvidence","biallelic",NA
"58","PRNP","HighEvidence","monoallelic_not_imprinted",NA
"59","PRPS1","HighEvidence","xlinked_monoallelic",NA
"60","PRX","HighEvidence","biallelic",NA
"61","RAB7A","HighEvidence","monoallelic",NA
"62","REEP1","HighEvidence","monoallelic_not_imprinted",NA
"63","SACS","HighEvidence","biallelic",NA
"64","SBF2","HighEvidence","biallelic",NA
"65","SCN11A","HighEvidence","monoallelic_not_imprinted",NA
"66","SCN9A","HighEvidence","monoallelic_and_biallelic",NA
"67","SEPT9","HighEvidence","monoallelic_not_imprinted",NA
"68","SETX","HighEvidence","biallelic",NA
"69","SH3TC2","HighEvidence","biallelic",NA
"70","SIGMAR1","HighEvidence","biallelic",NA
"71","SLC12A6","HighEvidence","biallelic",NA
"72","SLC52A2","HighEvidence","biallelic",NA
"73","SLC52A3","HighEvidence","biallelic",NA
"74","SMN1","HighEvidence","biallelic",NA
"75","SPAST","HighEvidence","monoallelic",NA
"76","SPG11","HighEvidence","biallelic",NA
"77","SPTLC1","HighEvidence","monoallelic",NA
"78","SPTLC2","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"79","TFG","HighEvidence","monoallelic_not_imprinted",NA
"80","TRPV4","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"81","TTR","HighEvidence","monoallelic_not_imprinted",NA
"82","TUBB3","HighEvidence","monoallelic_not_imprinted",NA
"83","TYMP","HighEvidence","biallelic",NA
"84","VCP","HighEvidence","monoallelic_not_imprinted",NA
"85","WNK1","HighEvidence","biallelic",NA
"86","YARS","HighEvidence","monoallelic",NA
"87","SYT2","ModerateEvidence",NA,NA
"88","ABCC9","LowEvidence",NA,NA
"89","ACTC1","LowEvidence",NA,NA
"90","ACTN2","LowEvidence",NA,NA
"91","ALDH3A2","LowEvidence",NA,NA
"92","ANKRD1","LowEvidence",NA,NA
"93","BAG3","LowEvidence","monoallelic",NA
"94","BRAF","LowEvidence",NA,NA
"95","CACNB4","LowEvidence",NA,NA
"96","CASQ2","LowEvidence",NA,NA
"97","CAV3","LowEvidence",NA,NA
"98","CCT5","LowEvidence","biallelic",NA
"99","CLTCL1","LowEvidence","biallelic",NA
"100","COQ8A","LowEvidence",NA,NA
"101","CRYAB","LowEvidence",NA,NA
"102","CSRP3","LowEvidence",NA,NA
"103","CTDP1","LowEvidence","biallelic",NA
"104","DCAF8","LowEvidence","monoallelic_not_imprinted",NA
"105","DCTN1","LowEvidence","monoallelic",NA
"106","DES","LowEvidence",NA,NA
"107","DHH","LowEvidence",NA,NA
"108","DHTKD1","LowEvidence",NA,NA
"109","DMD","LowEvidence",NA,NA
"110","DNAJB2","LowEvidence",NA,NA
"111","DRP2","LowEvidence","xlinked_biallelic",NA
"112","DSC2","LowEvidence",NA,NA
"113","DSG2","LowEvidence",NA,NA
"114","DSP","LowEvidence",NA,NA
"115","DST","LowEvidence","biallelic",NA
"116","DTNA","LowEvidence",NA,NA
"117","EMD","LowEvidence",NA,NA
"118","FBXO38","LowEvidence","monoallelic_not_imprinted",NA
"119","FGF14","LowEvidence",NA,NA
"120","FKTN","LowEvidence",NA,NA
"121","FXN","LowEvidence",NA,NA
"122","GAA","LowEvidence","biallelic",NA
"123","GATAD1","LowEvidence",NA,NA
"124","GNB4","LowEvidence","monoallelic_not_imprinted",NA
"125","HADHA","LowEvidence","biallelic",NA
"126","HADHB","LowEvidence",NA,NA
"127","HOXD10","LowEvidence","monoallelic",NA
"128","HRAS","LowEvidence",NA,NA
"129","HSPB3","LowEvidence","monoallelic",NA
"130","ITPR1","LowEvidence",NA,NA
"131","JPH2","LowEvidence",NA,NA
"132","JUP","LowEvidence",NA,NA
"133","KARS","LowEvidence","monoallelic_and_biallelic",NA
"134","KCNA1","LowEvidence",NA,NA
"135","KCNC3","LowEvidence",NA,NA
"136","KIF1B","LowEvidence","monoallelic",NA
"137","KRAS","LowEvidence",NA,NA
"138","L1CAM","LowEvidence",NA,NA
"139","LAMA4","LowEvidence",NA,NA
"140","LAMP2","LowEvidence",NA,NA
"141","LAS1L","LowEvidence","xlinked_monoallelic",NA
"142","LDB3","LowEvidence",NA,NA
"143","MAP2K1","LowEvidence",NA,NA
"144","MAP2K2","LowEvidence",NA,NA
"145","MARS","LowEvidence","monoallelic_not_imprinted",NA
"146","MED25","LowEvidence","biallelic",NA
"147","MRE11","LowEvidence",NA,NA
"148","MTTP","LowEvidence",NA,NA
"149","MYBPC3","LowEvidence",NA,NA
"150","MYH14","LowEvidence","monoallelic_not_imprinted",NA
"151","MYH6","LowEvidence",NA,NA
"152","MYH7","LowEvidence",NA,NA
"153","MYL2","LowEvidence",NA,NA
"154","MYL3","LowEvidence",NA,NA
"155","MYOZ2","LowEvidence",NA,NA
"156","MYPN","LowEvidence",NA,NA
"157","NAGLU","LowEvidence","monoallelic_not_imprinted",NA
"158","NEBL","LowEvidence",NA,NA
"159","NEXN","LowEvidence",NA,NA
"160","NIPA1","LowEvidence","monoallelic",NA
"161","NRAS","LowEvidence",NA,NA
"162","PDK3","LowEvidence","xlinked_monoallelic",NA
"163","PDLIM3","LowEvidence",NA,NA
"164","PKP2","LowEvidence",NA,NA
"165","PLN","LowEvidence",NA,NA
"166","PLP1","LowEvidence","xlinked_biallelic",NA
"167","PNPLA6","LowEvidence",NA,NA
"168","PRKAG2","LowEvidence",NA,NA
"169","PRKCG","LowEvidence",NA,NA
"170","PTPN11","LowEvidence",NA,NA
"171","RAF1","LowEvidence",NA,NA
"172","RBM20","LowEvidence",NA,NA
"173","RIT1","LowEvidence",NA,NA
"174","RYR2","LowEvidence",NA,NA
"175","SBF1","LowEvidence","biallelic",NA
"176","SCN5A","LowEvidence",NA,NA
"177","SGCD","LowEvidence",NA,NA
"178","SIL1","LowEvidence",NA,NA
"179","SLC1A3","LowEvidence",NA,NA
"180","SLC52A1","LowEvidence","monoallelic",NA
"181","SLC5A7","LowEvidence","monoallelic_not_imprinted",NA
"182","SOS1","LowEvidence",NA,NA
"183","SOX10","LowEvidence",NA,NA
"184","SPART","LowEvidence",NA,NA
"185","SPG21","LowEvidence",NA,NA
"186","SPG7","LowEvidence",NA,NA
"187","SPTBN2","LowEvidence",NA,NA
"188","TAZ","LowEvidence",NA,NA
"189","TCAP","LowEvidence",NA,NA
"190","TDP1","LowEvidence",NA,NA
"191","TMEM43","LowEvidence",NA,NA
"192","TNNC1","LowEvidence",NA,NA
"193","TNNI3","LowEvidence",NA,NA
"194","TNNT2","LowEvidence","monoallelic",NA
"195","TPM1","LowEvidence",NA,NA
"196","TRIM2","LowEvidence","biallelic",NA
"197","TTBK2","LowEvidence",NA,NA
"198","TTN","LowEvidence",NA,NA
"199","TTPA","LowEvidence",NA,NA
"200","TWNK","LowEvidence",NA,NA
"201","VCL","LowEvidence",NA,NA
"202","WASHC5","LowEvidence",NA,NA
"203","ZFYVE26","LowEvidence",NA,NA
"204","ZFYVE27","LowEvidence",NA,NA
