"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"145","GATM","LowEvidence",NA,NA
"146","GLRA1","LowEvidence",NA,NA
"147","GLRB","LowEvidence",NA,NA
"148","GOSR2","LowEvidence",NA,NA
"149","GPHN","LowEvidence",NA,NA
"150","HLCS","LowEvidence",NA,NA
"151","KCNA1","LowEvidence",NA,NA
"152","KCNC1","LowEvidence",NA,NA
"153","KCNMA1","LowEvidence",NA,NA
"154","KCTD7","LowEvidence",NA,NA
"155","LGI1","LowEvidence","monoallelic",NA
"156","MAGI2","LowEvidence","monoallelic",NA
"157","MFSD8","LowEvidence",NA,NA
"158","MOCS1","LowEvidence",NA,NA
"159","MOCS2","LowEvidence",NA,NA
"160","MT-TL1","LowEvidence","mitochondrial",NA
"161","NECAP1","LowEvidence",NA,NA
"162","NHLRC1","LowEvidence",NA,NA
"163","NRXN1","LowEvidence","biallelic",NA
"164","PCDH12","LowEvidence","biallelic",NA
"165","PIGQ","LowEvidence",NA,NA
"166","PNPO","LowEvidence",NA,NA
"167","PPT1","LowEvidence",NA,NA
"168","PRICKLE1","LowEvidence",NA,NA
"169","PRICKLE2","LowEvidence",NA,NA
"170","RYR3","LowEvidence",NA,NA
"171","SCARB2","LowEvidence",NA,NA
"172","SCN2B","LowEvidence",NA,NA
"173","SCN9A","LowEvidence",NA,NA
"174","SLC6A5","LowEvidence",NA,NA
"175","SLC6A8","LowEvidence",NA,NA
"176","SMS","LowEvidence",NA,NA
"177","SRPX2","LowEvidence",NA,NA
"178","ST3GAL3","LowEvidence",NA,NA
"179","TBC1D24","LowEvidence","biallelic",NA
"180","TBL1XR1","LowEvidence",NA,NA
"181","TPP1","LowEvidence",NA,NA
"182","TSC2","LowEvidence","monoallelic","Other - please provide details in the comments"
