"","GeneSymbol","LevelOfConfidence"
"205","PLEC","LowEvidence"
"206","POLG","LowEvidence"
"207","SLC25A42","LowEvidence"
"208","FHL1","LowEvidence"
"209","KBTBD13","LowEvidence"
"210","GRN","LowEvidence"
"211","UTRN","LowEvidence"
"212","LMNA","LowEvidence"
"213","ABHD5","LowEvidence"
"214","ISCU","LowEvidence"
"215","PABPN1","LowEvidence"
"216","SYNE2","LowEvidence"
"217","RBCK1","LowEvidence"
"218","DPM3","LowEvidence"
"219","ACADM","LowEvidence"
"220","MATR3","LowEvidence"
"221","MFN2","LowEvidence"
"222","LAMP2","LowEvidence"
"223","MYF6","LowEvidence"
"224","HADHB","LowEvidence"
"225","EMD","LowEvidence"
"226","HNRNPA1","LowEvidence"
"227","LDB3","LowEvidence"
"228","COL4A1","LowEvidence"
"229","DPAGT1","LowEvidence"
"230","ACADVL","LowEvidence"
"231","ETFDH","LowEvidence"
"232","CLCF1","LowEvidence"
"233","HRAS","LowEvidence"
"234","LPIN1","LowEvidence"
"235","COL4A2","LowEvidence"
"236","RRM2B","LowEvidence"
"237","ADCY6","LowEvidence"
"238","STIM2","LowEvidence"
"239","SLC22A5","LowEvidence"
"240","ADSL","LowEvidence"
"241","SIL1","LowEvidence"
"242","TRIM32","LowEvidence"
"243","FKBP14","LowEvidence"
