"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"145","GLRB","LowEvidence",NA,NA
"146","GOSR2","LowEvidence",NA,NA
"147","GPHN","LowEvidence",NA,NA
"148","HLCS","LowEvidence",NA,NA
"149","KCNA1","LowEvidence",NA,NA
"150","KCNC1","LowEvidence",NA,NA
"151","KCNMA1","LowEvidence",NA,NA
"152","KCTD7","LowEvidence",NA,NA
"153","LGI1","LowEvidence","monoallelic",NA
"154","MAGI2","LowEvidence","monoallelic",NA
"155","MFSD8","LowEvidence",NA,NA
"156","MOCS1","LowEvidence",NA,NA
"157","MOCS2","LowEvidence",NA,NA
"158","MT-TL1","LowEvidence","mitochondrial",NA
"159","NECAP1","LowEvidence",NA,NA
"160","NHLRC1","LowEvidence",NA,NA
"161","NRXN1","LowEvidence","biallelic",NA
"162","PCDH12","LowEvidence","biallelic",NA
"163","PIGQ","LowEvidence",NA,NA
"164","PNPO","LowEvidence",NA,NA
"165","PPT1","LowEvidence",NA,NA
"166","PRICKLE1","LowEvidence",NA,NA
"167","PRICKLE2","LowEvidence",NA,NA
"168","RYR3","LowEvidence",NA,NA
"169","SCARB2","LowEvidence",NA,NA
"170","SCN2B","LowEvidence",NA,NA
"171","SCN9A","LowEvidence",NA,NA
"172","SLC6A5","LowEvidence",NA,NA
"173","SLC6A8","LowEvidence",NA,NA
"174","SMS","LowEvidence",NA,NA
"175","SRPX2","LowEvidence",NA,NA
"176","ST3GAL3","LowEvidence",NA,NA
"177","TBC1D24","LowEvidence","biallelic",NA
"178","TBL1XR1","LowEvidence",NA,NA
"179","TPP1","LowEvidence",NA,NA
"180","TSC2","LowEvidence","monoallelic","Other - please provide details in the comments"
