"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"44","MT-ATP6","HighEvidence","mitochondrial",NA
"45","MTMR2","HighEvidence","biallelic",NA
"46","NDRG1","HighEvidence","biallelic",NA
"47","NEFL","HighEvidence","monoallelic_and_biallelic",NA
"48","NGF","HighEvidence","biallelic",NA
"49","NTRK1","HighEvidence","biallelic",NA
"50","PDHA1","HighEvidence","xlinked_biallelic",NA
"51","PEX7","HighEvidence","biallelic",NA
"52","PHYH","HighEvidence","biallelic",NA
"53","PLEKHG5","HighEvidence","biallelic",NA
"54","PMP22","HighEvidence","monoallelic",NA
"55","POLG","HighEvidence","monoallelic_and_biallelic",NA
"56","PRDM12","HighEvidence","biallelic",NA
"57","PRNP","HighEvidence","monoallelic_not_imprinted",NA
"58","PRPS1","HighEvidence","xlinked_monoallelic",NA
"59","PRX","HighEvidence","biallelic",NA
"60","RAB7A","HighEvidence","monoallelic",NA
"61","REEP1","HighEvidence","monoallelic_not_imprinted",NA
"62","SACS","HighEvidence","biallelic",NA
"63","SBF2","HighEvidence","biallelic",NA
"64","SCN11A","HighEvidence","monoallelic_not_imprinted",NA
"65","SCN9A","HighEvidence","monoallelic_and_biallelic",NA
"66","SEPT9","HighEvidence","monoallelic_not_imprinted",NA
"67","SETX","HighEvidence","biallelic",NA
"68","SH3TC2","HighEvidence","biallelic",NA
"69","SIGMAR1","HighEvidence","biallelic",NA
"70","SLC12A6","HighEvidence","biallelic",NA
"71","SLC52A2","HighEvidence","biallelic",NA
"72","SLC52A3","HighEvidence","biallelic",NA
"73","SMN1","HighEvidence","biallelic",NA
"74","SPAST","HighEvidence","monoallelic",NA
"75","SPG11","HighEvidence","biallelic",NA
"76","SPTLC1","HighEvidence","monoallelic",NA
"77","SPTLC2","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"78","TFG","HighEvidence","monoallelic_not_imprinted",NA
"79","TRPV4","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"80","TTR","HighEvidence","monoallelic_not_imprinted",NA
"81","TUBB3","HighEvidence","monoallelic_not_imprinted",NA
"82","TYMP","HighEvidence","biallelic",NA
"83","VCP","HighEvidence","monoallelic_not_imprinted",NA
"84","WNK1","HighEvidence","biallelic",NA
"85","YARS","HighEvidence","monoallelic",NA
"86","MME","ModerateEvidence","biallelic",NA
"87","ABCC9","LowEvidence",NA,NA
"88","ACTC1","LowEvidence",NA,NA
"89","ACTN2","LowEvidence",NA,NA
"90","ALDH3A2","LowEvidence",NA,NA
"91","ANKRD1","LowEvidence",NA,NA
"92","BAG3","LowEvidence","monoallelic",NA
"93","BRAF","LowEvidence",NA,NA
"94","CACNB4","LowEvidence",NA,NA
"95","CASQ2","LowEvidence",NA,NA
"96","CAV3","LowEvidence",NA,NA
"97","CCT5","LowEvidence","biallelic",NA
"98","CLTCL1","LowEvidence","biallelic",NA
"99","COQ8A","LowEvidence",NA,NA
"100","CRYAB","LowEvidence",NA,NA
"101","CSRP3","LowEvidence",NA,NA
"102","CTDP1","LowEvidence","biallelic",NA
"103","DCAF8","LowEvidence","monoallelic_not_imprinted",NA
"104","DCTN1","LowEvidence","monoallelic",NA
"105","DES","LowEvidence",NA,NA
"106","DHH","LowEvidence",NA,NA
"107","DHTKD1","LowEvidence",NA,NA
"108","DMD","LowEvidence",NA,NA
"109","DNAJB2","LowEvidence",NA,NA
"110","DRP2","LowEvidence","xlinked_biallelic",NA
"111","DSC2","LowEvidence",NA,NA
"112","DSG2","LowEvidence",NA,NA
"113","DSP","LowEvidence",NA,NA
"114","DST","LowEvidence","biallelic",NA
"115","DTNA","LowEvidence",NA,NA
"116","EMD","LowEvidence",NA,NA
"117","FBXO38","LowEvidence","monoallelic_not_imprinted",NA
"118","FGF14","LowEvidence",NA,NA
"119","FKTN","LowEvidence",NA,NA
"120","FXN","LowEvidence",NA,NA
"121","GAA","LowEvidence","biallelic",NA
"122","GATAD1","LowEvidence",NA,NA
"123","GNB4","LowEvidence","monoallelic_not_imprinted",NA
"124","HADHA","LowEvidence","biallelic",NA
"125","HADHB","LowEvidence",NA,NA
"126","HOXD10","LowEvidence","monoallelic",NA
"127","HRAS","LowEvidence",NA,NA
"128","HSPB3","LowEvidence","monoallelic",NA
"129","ITPR1","LowEvidence",NA,NA
"130","JPH2","LowEvidence",NA,NA
"131","JUP","LowEvidence",NA,NA
"132","KARS","LowEvidence","monoallelic_and_biallelic",NA
"133","KCNA1","LowEvidence",NA,NA
"134","KCNC3","LowEvidence",NA,NA
"135","KIF1B","LowEvidence","monoallelic",NA
"136","KRAS","LowEvidence",NA,NA
"137","L1CAM","LowEvidence",NA,NA
"138","LAMA4","LowEvidence",NA,NA
"139","LAMP2","LowEvidence",NA,NA
"140","LAS1L","LowEvidence","xlinked_monoallelic",NA
"141","LDB3","LowEvidence",NA,NA
"142","MAP2K1","LowEvidence",NA,NA
"143","MAP2K2","LowEvidence",NA,NA
"144","MARS","LowEvidence","monoallelic_not_imprinted",NA
"145","MED25","LowEvidence","biallelic",NA
"146","MRE11","LowEvidence",NA,NA
"147","MTTP","LowEvidence",NA,NA
"148","MYBPC3","LowEvidence",NA,NA
"149","MYH14","LowEvidence","monoallelic_not_imprinted",NA
"150","MYH6","LowEvidence",NA,NA
"151","MYH7","LowEvidence",NA,NA
"152","MYL2","LowEvidence",NA,NA
"153","MYL3","LowEvidence",NA,NA
"154","MYOZ2","LowEvidence",NA,NA
"155","MYPN","LowEvidence",NA,NA
"156","NAGLU","LowEvidence","monoallelic_not_imprinted",NA
"157","NEBL","LowEvidence",NA,NA
"158","NEXN","LowEvidence",NA,NA
"159","NIPA1","LowEvidence","monoallelic",NA
"160","NRAS","LowEvidence",NA,NA
"161","PDK3","LowEvidence","xlinked_monoallelic",NA
"162","PDLIM3","LowEvidence",NA,NA
"163","PKP2","LowEvidence",NA,NA
"164","PLN","LowEvidence",NA,NA
"165","PLP1","LowEvidence","xlinked_biallelic",NA
"166","PNPLA6","LowEvidence",NA,NA
"167","PRKAG2","LowEvidence",NA,NA
"168","PRKCG","LowEvidence",NA,NA
"169","PTPN11","LowEvidence",NA,NA
"170","RAF1","LowEvidence",NA,NA
"171","RBM20","LowEvidence",NA,NA
"172","RIT1","LowEvidence",NA,NA
"173","RYR2","LowEvidence",NA,NA
"174","SBF1","LowEvidence","biallelic",NA
"175","SCN5A","LowEvidence",NA,NA
"176","SGCD","LowEvidence",NA,NA
"177","SIL1","LowEvidence",NA,NA
"178","SLC1A3","LowEvidence",NA,NA
"179","SLC52A1","LowEvidence","monoallelic",NA
"180","SLC5A7","LowEvidence","monoallelic_not_imprinted",NA
"181","SOS1","LowEvidence",NA,NA
"182","SOX10","LowEvidence",NA,NA
"183","SPART","LowEvidence",NA,NA
"184","SPG21","LowEvidence",NA,NA
"185","SPG7","LowEvidence",NA,NA
"186","SPTBN2","LowEvidence",NA,NA
"187","SYT2","LowEvidence",NA,NA
"188","TAZ","LowEvidence",NA,NA
"189","TCAP","LowEvidence",NA,NA
"190","TDP1","LowEvidence",NA,NA
"191","TMEM43","LowEvidence",NA,NA
"192","TNNC1","LowEvidence",NA,NA
"193","TNNI3","LowEvidence",NA,NA
"194","TNNT2","LowEvidence","monoallelic",NA
"195","TPM1","LowEvidence",NA,NA
"196","TRIM2","LowEvidence","biallelic",NA
"197","TTBK2","LowEvidence",NA,NA
"198","TTN","LowEvidence",NA,NA
"199","TTPA","LowEvidence",NA,NA
"200","TWNK","LowEvidence",NA,NA
"201","VCL","LowEvidence",NA,NA
"202","WASHC5","LowEvidence",NA,NA
"203","ZFYVE26","LowEvidence",NA,NA
"204","ZFYVE27","LowEvidence",NA,NA
