"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"158","DPAGT1","LowEvidence","biallelic",NA
"159","DPM1","LowEvidence",NA,NA
"160","DPM3","LowEvidence",NA,NA
"161","DUX4","LowEvidence",NA,NA
"162","DYSF","LowEvidence","biallelic",NA
"163","EGR2","LowEvidence",NA,NA
"164","EMD","LowEvidence","xlinked_biallelic",NA
"165","ETFA","LowEvidence","biallelic",NA
"166","ETFB","LowEvidence","biallelic",NA
"167","ETFDH","LowEvidence","biallelic",NA
"168","FAM111B","LowEvidence","monoallelic_not_imprinted",NA
"169","FHL1","LowEvidence",NA,NA
"170","FKBP14","LowEvidence","biallelic",NA
"171","FLNC","LowEvidence",NA,NA
"172","GAA","LowEvidence","biallelic",NA
"173","GARS","LowEvidence",NA,NA
"174","GDAP1","LowEvidence",NA,NA
"175","GFER","LowEvidence",NA,NA
"176","GFPT1","LowEvidence","biallelic",NA
"177","GNE","LowEvidence","biallelic",NA
"178","GRN","LowEvidence",NA,NA
"179","HADH","LowEvidence",NA,NA
"180","HADHA","LowEvidence",NA,NA
"181","HADHB","LowEvidence",NA,NA
"182","HNRNPA1","LowEvidence",NA,NA
"183","HRAS","LowEvidence","monoallelic",NA
"184","IBA57","LowEvidence","biallelic",NA
"185","IGHMBP2","LowEvidence","biallelic",NA
"186","ISCU","LowEvidence",NA,NA
"187","ITGA7","LowEvidence","biallelic",NA
"188","KBTBD13","LowEvidence","monoallelic",NA
"189","LAMP2","LowEvidence","unknown",NA
"190","LDB3","LowEvidence","monoallelic",NA
"191","LMNA","LowEvidence","monoallelic",NA
"192","LPIN1","LowEvidence",NA,NA
"193","MATR3","LowEvidence","monoallelic",NA
"194","MEGF10","LowEvidence","biallelic",NA
"195","MFN2","LowEvidence",NA,NA
"196","MICU1","LowEvidence",NA,NA
"197","MPZ","LowEvidence","monoallelic_not_imprinted",NA
"198","MT-TL1","LowEvidence","mitochondrial",NA
"199","MTMR1","LowEvidence",NA,NA
"200","MYF6","LowEvidence","monoallelic",NA
"201","MYH14","LowEvidence",NA,NA
"202","MYO9A","LowEvidence","biallelic",NA
"203","MYOT","LowEvidence","monoallelic",NA
"204","NEFL","LowEvidence",NA,NA
"205","NEK9","LowEvidence","biallelic",NA
"206","PABPN1","LowEvidence","monoallelic_and_biallelic",NA
"207","PI4KA","LowEvidence","biallelic",NA
"208","PLEC","LowEvidence","monoallelic_and_biallelic",NA
"209","PNPLA2","LowEvidence","biallelic",NA
"210","POLG","LowEvidence","biallelic",NA
"211","PSD3","LowEvidence","monoallelic_not_imprinted",NA
"212","PUS1","LowEvidence","biallelic",NA
"213","PYGM","LowEvidence",NA,NA
"214","RBCK1","LowEvidence",NA,NA
"215","RRM2B","LowEvidence",NA,NA
"216","SGCA","LowEvidence",NA,NA
"217","SGCB","LowEvidence",NA,NA
"218","SGCD","LowEvidence",NA,NA
"219","SGCG","LowEvidence",NA,NA
"220","SIL1","LowEvidence","biallelic",NA
"221","SLC22A5","LowEvidence",NA,NA
"222","SLC25A4","LowEvidence","biallelic",NA
"223","SLC25A42","LowEvidence","biallelic",NA
"224","SLC35A3","LowEvidence","biallelic",NA
"225","SLC52A3","LowEvidence","biallelic",NA
"226","SMCHD1","LowEvidence",NA,NA
"227","STAC3","LowEvidence","biallelic",NA
"228","STIM2","LowEvidence",NA,NA
"229","SYNE1","LowEvidence","monoallelic",NA
"230","SYNE2","LowEvidence","monoallelic",NA
"231","SYT2","LowEvidence",NA,NA
"232","TCAP","LowEvidence",NA,NA
"233","TIA1","LowEvidence",NA,NA
"234","TK2","LowEvidence",NA,NA
"235","TMEM43","LowEvidence",NA,NA
"236","TRIM32","LowEvidence","biallelic",NA
"237","TSEN2","LowEvidence","biallelic",NA
"238","TSEN34","LowEvidence","biallelic",NA
"239","TTN","LowEvidence","monoallelic_and_biallelic",NA
"240","UTRN","LowEvidence",NA,NA
"241","VCP","LowEvidence","monoallelic",NA
"242","VPS8","LowEvidence","biallelic",NA
"243","YARS2","LowEvidence","biallelic",NA
