"","GeneSymbol","LevelOfConfidence"
"189","KRAS","LowEvidence"
"190","TNNC1","LowEvidence"
"191","RYR2","LowEvidence"
"192","SYT2","LowEvidence"
"193","VCL","LowEvidence"
"194","BAG3","LowEvidence"
"195","MYL3","LowEvidence"
"196","DSG2","LowEvidence"
"197","CLTCL1","LowEvidence"
"198","CACNB4","LowEvidence"
"199","GATAD1","LowEvidence"
"200","FGF14","LowEvidence"
"201","EMD","LowEvidence"
"202","GAA","LowEvidence"
"203","HRAS","LowEvidence"
"204","HOXD10","LowEvidence"
